CombinID,Player,Position,Height,Date_birth,Nationality,Website_player
004213,"Diaz, Alberto",Guard,1.88,23/04/1994,Spain,http://www.euroleague.net/competition/players/showplayer?pcode=004213&seasoncode=E2017
002820,"Salin, Sasu",Guard,1.91,11/06/1991,Finland,http://www.euroleague.net/competition/players/showplayer?pcode=002820&seasoncode=E2017
003198,"Diez, Daniel",Forward,2.01,07/04/1993,Spain,http://www.euroleague.net/competition/players/showplayer?pcode=003198&seasoncode=E2017
002822,"Milosavljevic, Dragan",Guard,1.96,11/05/1989,Serbia,http://www.euroleague.net/competition/players/showplayer?pcode=002822&seasoncode=E2017
000848,"Nedovic, Nemanja",Guard,1.91,16/06/1991,Serbia,http://www.euroleague.net/competition/players/showplayer?pcode=000848&seasoncode=E2017
001386,"Shermadini, Giorgi",Center,2.17,02/04/1989,Georgia,http://www.euroleague.net/competition/players/showplayer?pcode=001386&seasoncode=E2017
LDX,"Waczynski, Adam",Forward,1.99,15/10/1989,Poland,http://www.euroleague.net/competition/players/showplayer?pcode=LDX&seasoncode=E2017
004117,"Brooks, Jeff",Forward,2.03,12/06/1989,United States,http://www.euroleague.net/competition/players/showplayer?pcode=004117&seasoncode=E2017
001438,"Augustine, James",Center,2.08,27/02/1984,United States,http://www.euroleague.net/competition/players/showplayer?pcode=001438&seasoncode=E2017
JJS,"Suarez, Carlos",Forward,2.03,23/05/1986,Spain,http://www.euroleague.net/competition/players/showplayer?pcode=JJS&seasoncode=E2017
LUR,"Musli, Dejan",Center,2.13,03/01/1991,Serbia,http://www.euroleague.net/competition/players/showplayer?pcode=LUR&seasoncode=E2017
007998,"Thompson, Jason",Center,2.11,21/07/1986,United States,http://www.euroleague.net/competition/players/showplayer?pcode=007998&seasoncode=E2017
002849,"Melli, Nicolo",Forward,2.05,26/01/1991,Italy,http://www.euroleague.net/competition/players/showplayer?pcode=002849&seasoncode=E2017
LIM,"Hersek, Baris",Forward,2.08,26/03/1988,Turkey,http://www.euroleague.net/competition/players/showplayer?pcode=LIM&seasoncode=E2017
002969,"Mahmutoglu, Melih",Guard,1.91,12/05/1990,Turkey,http://www.euroleague.net/competition/players/showplayer?pcode=002969&seasoncode=E2017
005838,"Wanamaker, Brad",Guard,1.93,25/07/1989,United States,http://www.euroleague.net/competition/players/showplayer?pcode=005838&seasoncode=E2017
001926,"Sloukas, Kostas",Guard,1.9,15/01/1990,Greece,http://www.euroleague.net/competition/players/showplayer?pcode=001926&seasoncode=E2017
007400,"Nunnally, James",Forward,2.01,14/07/1990,United States,http://www.euroleague.net/competition/players/showplayer?pcode=007400&seasoncode=E2017
004004,"Guduric, Marko",Guard,1.96,08/03/1995,Serbia,http://www.euroleague.net/competition/players/showplayer?pcode=004004&seasoncode=E2017
000925,"Vesely, Jan",Center,2.13,24/04/1990,Czech Rep.,http://www.euroleague.net/competition/players/showplayer?pcode=000925&seasoncode=E2017
000494,"Guler, Sinan",Guard,1.92,08/11/1983,Turkey,http://www.euroleague.net/competition/players/showplayer?pcode=000494&seasoncode=E2017
006399,"Duverioglu, Ahmet",Center,2.09,04/03/1993,Turkey,http://www.euroleague.net/competition/players/showplayer?pcode=006399&seasoncode=E2017
CCD,"Datome, Luigi",Forward,2.03,27/11/1987,Italy,http://www.euroleague.net/competition/players/showplayer?pcode=CCD&seasoncode=E2017
001948,"Seraphin, Kevin",Center,2.08,07/12/1989,France,http://www.euroleague.net/competition/players/showplayer?pcode=001948&seasoncode=E2017
