competition,player_id,player_name,appearances,first_date,last_date,mean_minutes,mean_pir
acb,vasileiadis k.||acb,"Vasileiadis, K.",7,2017-12-10,2018-01-21,19.08095238095238,10.857142857142858
acb,vazquez fran||acb,"Vazquez, Fran",17,2017-10-01,2018-01-21,14.956862745098038,5.705882352941177
acb,vega javier||acb,"Vega, Javier",17,2017-10-01,2018-01-21,15.13137254901961,2.0588235294117645
acb,ventura albert||acb,"Ventura, Albert",17,2017-10-05,2018-01-21,20.565686274509805,6.235294117647059
acb,vezenkov a.||acb,"Vezenkov, A.",11,2017-09-29,2018-01-21,20.37121212121212,11.818181818181818
acb,vicedo edgar||acb,"Vicedo, Edgar",17,2017-10-05,2018-01-21,20.4078431372549,10.235294117647058
acb,vidal sergi||acb,"Vidal, Sergi",17,2017-10-05,2018-01-21,28.016666666666666,11.764705882352942
acb,vildoza luca||acb,"Vildoza, Luca",13,2017-09-29,2018-01-21,3.646153846153846,1.0769230769230769
acb,vives guillem||acb,"Vives, Guillem",12,2017-10-01,2017-12-17,19.772222222222222,5.25
acb,voigtmann j.||acb,"Voigtmann, J.",17,2017-09-29,2018-01-21,17.6078431372549,10.352941176470589
acb,vrabac adin||acb,"Vrabac, Adin",10,2017-10-01,2017-12-02,2.828333333333333,-0.1
acb,vucetic vasilije||acb,"Vucetic, Vasilije",16,2017-09-30,2018-01-21,6.504166666666666,-0.5625
acb,waczynski adam||acb,"Waczynski, Adam",17,2017-10-01,2018-01-21,18.727450980392156,7.9411764705882355
acb,walker david||acb,"Walker, David",17,2017-10-01,2018-01-21,22.595098039215685,5.764705882352941
acb,wayns maalik||acb,"Wayns, Maalik",13,2017-10-29,2018-01-21,21.57179487179487,7.923076923076923
acb,white davin||acb,"White, Davin",16,2017-10-01,2018-01-21,17.096875,3.3125
acb,yusta santiago||acb,"Yusta, Santiago",16,2017-10-01,2018-01-21,12.05,3.625
acb,zagorac rade||acb,"Zagorac, Rade",7,2017-12-02,2018-01-21,6.1499999999999995,1.2857142857142858
eurocup,aguilar pablo||eurocup,"Aguilar, Pablo",10,2017-10-11,2018-01-16,14.961666666666668,9.8
eurocup,akpinar ismet||eurocup,"Akpinar, Ismet",9,2017-10-10,2017-12-27,20.73888888888889,5.777777777777778
eurocup,albicy andrew||eurocup,"Albicy, Andrew",9,2017-10-11,2017-12-20,23.025925925925925,7.888888888888889
eurocup,aldemir furkan||eurocup,"Aldemir, Furkan",8,2017-10-11,2018-01-10,12.83125,6.0
eurocup,andric mihajlo||eurocup,"Andric, Mihajlo",10,2017-10-11,2017-12-27,20.013333333333332,1.4
eurocup,andusic danilo||eurocup,"Andusic, Danilo",9,2017-11-08,2018-01-16,8.72037037037037,2.5555555555555554
eurocup,antipov pavel||eurocup,"Antipov, Pavel",12,2017-10-11,2018-01-16,17.883333333333333,5.666666666666667
eurocup,aranitovic aleksandar||eurocup,"Aranitovic, Aleksandar",10,2017-10-11,2017-12-27,13.081666666666667,1.3
eurocup,arar ege||eurocup,"Arar, Ege",13,2017-10-11,2018-01-16,12.523076923076925,3.769230769230769
eurocup,arslan yigit||eurocup,"Arslan, Yigit",10,2017-10-10,2017-12-26,9.11,4.2
eurocup,aukstikalnis lukas||eurocup,"Aukstikalnis, Lukas",10,2017-10-11,2017-12-27,4.9366666666666665,0.7
eurocup,aydin serkan||eurocup,"Aydin, Serkan",13,2017-10-11,2018-01-16,0.22179487179487178,0.46153846153846156
eurocup,babb chris||eurocup,"Babb, Chris",11,2017-10-11,2018-01-16,21.67878787878788,8.818181818181818
eurocup,baburin evgeny||eurocup,"Baburin, Evgeny",10,2017-10-11,2018-01-16,1.3816666666666666,-0.2
eurocup,baez eulis||eurocup,"Baez, Eulis",13,2017-10-11,2018-01-16,21.358974358974358,11.384615384615385
eurocup,bajo darko||eurocup,"Bajo, Darko",4,2017-10-11,2017-12-27,0.0,0.0
eurocup,balcerowski aleksander||eurocup,"Balcerowski, Aleksander",1,2017-12-06,2017-12-06,1.3666666666666667,2.0
eurocup,baldi rossi filippo||eurocup,"Baldi Rossi, Filippo",6,2017-10-11,2017-11-14,11.261111111111111,1.0
eurocup,balvin ondrej||eurocup,"Balvin, Ondrej",13,2017-10-11,2018-01-16,23.306410256410256,16.384615384615383
eurocup,barinov nikita||eurocup,"Barinov, Nikita",12,2017-10-11,2018-01-17,3.1333333333333333,0.3333333333333333
