Number,GS,Player,MP,PTS,TwoP,TwoPA,TwoPPerc,ThreeP,ThreePA,ThreePPerc,FT,FTA,FTPerc,TRB,DRB,ORB,AST,STL,TOV,Counteratt,BLKfv,BLKag,Dunks,PF,PFrv,PlusMinus,PIR,Season,Type_season,Day,Date,Game,GameRes,Team,GameID,Website,CombinID,competition,MP_min,match_id,player_name_norm,player_id
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,2017-2018,Regular Season,1,2017-10-01,san pablo burgos - iberostar tenerife,65 - 81,0,8,http://www.acb.com/fichas/LACB62008.php,,acb,0.0,2017-10-01||san pablo burgos - iberostar tenerife,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,5,3,2,0,0,0,0,0,0,0,0,0,0,5,2017-2018,Regular Season,1,2018-01-04,movistar estudiantes - divina seguros joventut,101 - 94,0,9,http://www.acb.com/fichas/LACB62009.php,,acb,0.0,2018-01-04||movistar estudiantes - divina seguros joventut,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,5,2,3,0,0,0,0,0,0,0,0,0,0,5,2017-2018,Regular Season,1,2018-01-04,movistar estudiantes - divina seguros joventut,101 - 94,0,9,http://www.acb.com/fichas/LACB62009.php,,acb,0.0,2018-01-04||movistar estudiantes - divina seguros joventut,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2017-2018,Regular Season,2,2017-10-04,valencia basket - monbus obradoiro,80 - 67,0,10,http://www.acb.com/fichas/LACB62010.php,,acb,0.0,2017-10-04||valencia basket - monbus obradoiro,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,2017-2018,Regular Season,2,2017-10-04,valencia basket - monbus obradoiro,80 - 67,0,10,http://www.acb.com/fichas/LACB62010.php,,acb,0.0,2017-10-04||valencia basket - monbus obradoiro,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,6,1,5,0,0,0,0,0,0,0,0,0,0,6,2017-2018,Regular Season,2,2017-10-05,baskonia - movistar estudiantes,94 - 76,0,11,http://www.acb.com/fichas/LACB62011.php,,acb,0.0,2017-10-05||baskonia - movistar estudiantes,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2017-2018,Regular Season,2,2017-10-05,baskonia - movistar estudiantes,94 - 76,0,11,http://www.acb.com/fichas/LACB62011.php,,acb,0.0,2017-10-05||baskonia - movistar estudiantes,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,3,2,1,0,0,0,0,0,0,0,0,0,0,3,2017-2018,Regular Season,2,2017-10-05,unicaja - san pablo burgos,93 - 72,0,12,http://www.acb.com/fichas/LACB62012.php,,acb,0.0,2017-10-05||unicaja - san pablo burgos,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,4,2,2,0,0,1,0,0,0,0,0,0,0,3,2017-2018,Regular Season,2,2017-10-05,unicaja - san pablo burgos,93 - 72,0,12,http://www.acb.com/fichas/LACB62012.php,,acb,0.0,2017-10-05||unicaja - san pablo burgos,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2017-2018,Regular Season,2,2017-10-04,morabanc andorra - montakit fuenlabrada,94 - 95,0,13,http://www.acb.com/fichas/LACB62013.php,,acb,0.0,2017-10-04||morabanc andorra - montakit fuenlabrada,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,3,1,2,0,0,0,0,0,0,0,0,0,0,3,2017-2018,Regular Season,2,2017-10-04,morabanc andorra - montakit fuenlabrada,94 - 95,0,13,http://www.acb.com/fichas/LACB62013.php,,acb,0.0,2017-10-04||morabanc andorra - montakit fuenlabrada,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,3,2,1,0,0,1,0,0,0,0,0,0,0,2,2017-2018,Regular Season,2,2017-10-04,gipuzkoa basket - real betis energia plus,94 - 60,0,14,http://www.acb.com/fichas/LACB62014.php,,acb,0.0,2017-10-04||gipuzkoa basket - real betis energia plus,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,3,3,0,0,0,1,0,0,0,0,0,0,0,2,2017-2018,Regular Season,2,2017-10-04,gipuzkoa basket - real betis energia plus,94 - 60,0,14,http://www.acb.com/fichas/LACB62014.php,,acb,0.0,2017-10-04||gipuzkoa basket - real betis energia plus,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,3,1,2,0,0,0,0,0,0,0,0,0,0,3,2017-2018,Regular Season,2,2017-10-05,retabet bilbao basket - real madrid,80 - 87,0,15,http://www.acb.com/fichas/LACB62015.php,,acb,0.0,2017-10-05||retabet bilbao basket - real madrid,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,5,3,2,0,0,0,0,0,0,0,0,0,0,5,2017-2018,Regular Season,2,2017-10-05,retabet bilbao basket - real madrid,80 - 87,0,15,http://www.acb.com/fichas/LACB62015.php,,acb,0.0,2017-10-05||retabet bilbao basket - real madrid,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2017-2018,Regular Season,2,2017-10-05,divina seguros joventut - fc barcelona lassa,72 - 74,0,16,http://www.acb.com/fichas/LACB62016.php,,acb,0.0,2017-10-05||divina seguros joventut - fc barcelona lassa,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,2017-2018,Regular Season,2,2017-10-05,divina seguros joventut - fc barcelona lassa,72 - 74,0,16,http://www.acb.com/fichas/LACB62016.php,,acb,0.0,2017-10-05||divina seguros joventut - fc barcelona lassa,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,2017-2018,Regular Season,2,2017-10-04,tecnyconta zaragoza - herbalife gran canaria,95 - 99,0,17,http://www.acb.com/fichas/LACB62017.php,,acb,0.0,2017-10-04||tecnyconta zaragoza - herbalife gran canaria,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,5,4,1,0,0,0,0,0,0,0,0,0,0,5,2017-2018,Regular Season,2,2017-10-04,tecnyconta zaragoza - herbalife gran canaria,95 - 99,0,17,http://www.acb.com/fichas/LACB62017.php,,acb,0.0,2017-10-04||tecnyconta zaragoza - herbalife gran canaria,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,6,3,3,0,0,1,0,0,0,0,0,0,0,5,2017-2018,Regular Season,2,2017-10-04,iberostar tenerife - ucam murcia,84 - 78,0,18,http://www.acb.com/fichas/LACB62018.php,,acb,0.0,2017-10-04||iberostar tenerife - ucam murcia,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2017-2018,Regular Season,2,2017-10-04,iberostar tenerife - ucam murcia,84 - 78,0,18,http://www.acb.com/fichas/LACB62018.php,,acb,0.0,2017-10-04||iberostar tenerife - ucam murcia,equipo,equipo||acb
0,0,Equipo,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2017-2018,Regular Season,3,2017-10-08,real madrid - tecnyconta zaragoza,93 - 65,0,19,http://www.acb.com/fichas/LACB62019.php,,acb,0.0,2017-10-08||real madrid - tecnyconta zaragoza,equipo,equipo||acb
