competition,player_name_norm,rows,written_variants,variants
eurocup,nikolic danilo,12,1,"Nikolic, Danilo"
eurocup,noua amine,12,1,"Noua, Amine"
eurocup,popovic petar,12,1,"Popovic, Petar"
eurocup,rabaseda xavier,12,1,"Rabaseda, Xavier"
eurocup,schneider tim,12,1,"Schneider, Tim"
eurocup,sehovic sead,12,1,"Sehovic, Sead"
eurocup,shields shavon,12,1,"Shields, Shavon"
eurocup,simonovic marko,12,1,"Simonovic, Marko"
eurocup,siva  peyton,12,1,"Siva , Peyton"
eurocup,sutton dominique,12,1,"Sutton, Dominique"
euroleague,diop ilimane,12,1,"Diop, Ilimane"
euroleague,okouo viny,12,1,"Okouo, Viny"
euroleague,radoncic dino,12,1,"Radoncic, Dino"
euroleague,sanders rakim,12,1,"Sanders, Rakim"
euroleague,yusta santi,12,1,"Yusta, Santi"
acb,blanco saul,11,1,"Blanco, Saul"
acb,claver victor,11,1,"Claver, Victor"
acb,garcia sergi,11,1,"Garcia, Sergi"
acb,maciulis jonas,11,1,"Maciulis, Jonas"
acb,sanders rakim,11,1,"Sanders, Rakim"
acb,vezenkov a.,11,1,"Vezenkov, A."
eurocup,babb chris,11,1,"Babb, Chris"
eurocup,de vico niccolo,11,1,"De Vico, Niccolo"
eurocup,ilic aleksa,11,1,"Ilic, Aleksa"
eurocup,kolesnikov evgeny,11,1,"Kolesnikov, Evgeny"
eurocup,kruslin filip,11,1,"Kruslin, Filip"
eurocup,mavrokefalidis loukas,11,1,"Mavrokefalidis, Loukas"
eurocup,mbakwe trevor,11,1,"Mbakwe, Trevor"
eurocup,ragland joe,11,1,"Ragland, Joe"
eurocup,sane landing,11,1,"Sane, Landing"
eurocup,sehovic suad,11,1,"Sehovic, Suad"
eurocup,silins ojars,11,1,"Silins, Ojars"
eurocup,slavica nik,11,1,"Slavica, Nik"
eurocup,ukic roko,11,1,"Ukic, Roko"
eurocup,voronov evgeny,11,1,"Voronov, Evgeny"
euroleague,abass awudu,11,1,"Abass, Awudu"
euroleague,dragic zoran,11,1,"Dragic, Zoran"
euroleague,mashour karam,11,1,"Mashour, Karam"
euroleague,muhammed ali,11,1,"Muhammed, Ali"
euroleague,mustafa muhaymin,11,1,"Mustafa, Muhaymin"
euroleague,soluade mo,11,1,"Soluade, Mo"
euroleague,vezenkov sasha,11,1,"Vezenkov, Sasha"
acb,jenkins john,10,1,"Jenkins, John"
acb,mckissic s.,10,1,"McKissic, S."
acb,tavares w.,10,1,"Tavares, W."
acb,vrabac adin,10,1,"Vrabac, Adin"
eurocup,aguilar pablo,10,1,"Aguilar, Pablo"
eurocup,andric mihajlo,10,1,"Andric, Mihajlo"
eurocup,aranitovic aleksandar,10,1,"Aranitovic, Aleksandar"
eurocup,arslan yigit,10,1,"Arslan, Yigit"
eurocup,aukstikalnis lukas,10,1,"Aukstikalnis, Lukas"
eurocup,baburin evgeny,10,1,"Baburin, Evgeny"
eurocup,blazic jaka,10,1,"Blazic, Jaka"
eurocup,butler da sean,10,1,"Butler, Da Sean"
eurocup,campbell louis,10,1,"Campbell, Louis"
eurocup,cepukaitis vaidas,10,1,"Cepukaitis, Vaidas"
eurocup,colom guillem,10,1,"Colom, Guillem"
eurocup,daye austin,10,1,"Daye, Austin"
eurocup,diagne moussa,10,1,"Diagne, Moussa"
eurocup,dyson jerome,10,1,"Dyson, Jerome"
eurocup,eliyahu lior,10,1,"Eliyahu, Lior"
eurocup,ermis baris,10,1,"Ermis, Baris"
eurocup,fernandez jaime,10,1,"Fernandez, Jaime"
eurocup,fotu isaac,10,1,"Fotu, Isaac"
eurocup,francisco sylvain,10,1,"Francisco, Sylvain"
eurocup,gladness mickell,10,1,"Gladness, Mickell"
eurocup,halperin yotam,10,1,"Halperin, Yotam"
eurocup,hammink shane,10,1,"Hammink, Shane"
eurocup,henry pierria,10,1,"Henry, Pierria"
eurocup,hervelle axel,10,1,"Hervelle, Axel"
eurocup,hundt bennet,10,1,"Hundt, Bennet"
eurocup,ilnitskiy stanislav,10,1,"Ilnitskiy, Stanislav"
eurocup,jasaitis simas,10,1,"Jasaitis, Simas"
eurocup,jelinek david,10,1,"Jelinek, David"
eurocup,juskevicius adas,10,1,"Juskevicius, Adas"
eurocup,kadji kenny,10,1,"Kadji, Kenny"
eurocup,karnowski przemek,10,1,"Karnowski, Przemek"
eurocup,lang nicolas,10,1,"Lang, Nicolas"
eurocup,laprovittola nicolas,10,1,"Laprovittola, Nicolas"
eurocup,lavrinovic darjus,10,1,"Lavrinovic, Darjus"
eurocup,lavrinovic ksistof,10,1,"Lavrinovic, Ksistof"
eurocup,lazarev ivan,10,1,"Lazarev, Ivan"
eurocup,leonavicius gintaras,10,1,"Leonavicius, Gintaras"
eurocup,lesca remy,10,1,"Lesca, Remy"
eurocup,lewis trey,10,1,"Lewis, Trey"
eurocup,mejia sammy,10,1,"Mejia, Sammy"
eurocup,mendia borja,10,1,"Mendia, Borja"
eurocup,miller patrick,10,1,"Miller, Patrick"
eurocup,morgan raymar,10,1,"Morgan, Raymar"
eurocup,mumbru alex,10,1,"Mumbru, Alex"
eurocup,murry toure,10,1,"Murry, Toure"
eurocup,nelson demarcus,10,1,"Nelson, Demarcus"
eurocup,omic alen,10,1,"Omic, Alen"
eurocup,owens josh,10,1,"Owens, Josh"
eurocup,paunic ivan,10,1,"Paunic, Ivan"
eurocup,pecarski marko,10,1,"Pecarski, Marko"
eurocup,peiners zanis,10,1,"Peiners, Zanis"
eurocup,perperoglou stratos,10,1,"Perperoglou, Stratos"
eurocup,preldzic emir,10,1,"Preldzic, Emir"
eurocup,redivo lucio,10,1,"Redivo, Lucio"
eurocup,roos maxime,10,1,"Roos, Maxime"
eurocup,salic doko,10,1,"Salic, Doko"
eurocup,shurna john,10,1,"Shurna, John"
eurocup,skucas zygimantas,10,1,"Skucas, Zygimantas"
eurocup,stevic oliver,10,1,"Stevic, Oliver"
eurocup,talton gary,10,1,"Talton, Gary"
eurocup,tarolis donatas,10,1,"Tarolis, Donatas"
eurocup,todorovic dejan,10,1,"Todorovic, Dejan"
eurocup,tomas pere,10,1,"Tomas, Pere"
eurocup,vucetic vasilije,10,1,"Vucetic, Vasilije"
eurocup,walker david,10,1,"Walker, David"
eurocup,wilbekin scottie,10,1,"Wilbekin, Scottie"
eurocup,williams-goss nigel,10,1,"Williams-Goss, Nigel"
eurocup,yasar muhsin,10,1,"Yasar, Muhsin"
euroleague,hersek baris,10,1,"Hersek, Baris"
euroleague,honeycutt tyler,10,1,"Honeycutt, Tyler"
euroleague,jones kevin,10,1,"Jones, Kevin"
euroleague,kulagin mikhail,10,1,"Kulagin, Mikhail"
euroleague,muric edo,10,1,"Muric, Edo"
euroleague,taylor bryce,10,1,"Taylor, Bryce"
acb,boungou-colo n.,9,1,"Boungou-Colo, N."
acb,draper dontaye,9,1,"Draper, Dontaye"
acb,mendia borja,9,1,"Mendia, Borja"
acb,puerto josep,9,1,"Puerto, Josep"
eurocup,akpinar ismet,9,1,"Akpinar, Ismet"
eurocup,albicy andrew,9,1,"Albicy, Andrew"
eurocup,andusic danilo,9,1,"Andusic, Danilo"
eurocup,bazille timothee,9,1,"Bazille, Timothee"
eurocup,bojic bogdan,9,1,"Bojic, Bogdan"
eurocup,butterfield spencer,9,1,"Butterfield, Spencer"
eurocup,crocker tony,9,1,"Crocker, Tony"
eurocup,diaw boris,9,1,"Diaw, Boris"
eurocup,ferner joschka,9,1,"Ferner, Joschka"
eurocup,fevrier ivan,9,1,"Fevrier, Ivan"
eurocup,fischer ricardo,9,1,"Fischer, Ricardo"
eurocup,giffey niels,9,1,"Giffey, Niels"
eurocup,jankovic vladimir,9,1,"Jankovic, Vladimir"
eurocup,joyce dru,9,1,"Joyce, Dru"
eurocup,kosut emircan,9,1,"Kosut, Emircan"
eurocup,kulagin dmitry,9,1,"Kulagin, Dmitry"
eurocup,marinkovic vanja,9,1,"Marinkovic, Vanja"
eurocup,normantas margiris,9,1,"Normantas, Margiris"
eurocup,ohayon yogev,9,1,"Ohayon, Yogev"
eurocup,pape till,9,1,"Pape, Till"
eurocup,prepelic klemen,9,1,"Prepelic, Klemen"
eurocup,shukhovtcov grigory,9,1,"Shukhovtcov, Grigory"
eurocup,taylor jordan,9,1,"Taylor, Jordan"
eurocup,thompson ryan,9,1,"Thompson, Ryan"
eurocup,ware gavin,9,1,"Ware, Gavin"
eurocup,williams lorenzo,9,1,"Williams, Lorenzo"
eurocup,yagmur mehmet,9,1,"Yagmur, Mehmet"
euroleague,brown derrick,9,1,"Brown, Derrick"
euroleague,garino patricio,9,1,"Garino, Patricio"
euroleague,mitrovic luka,9,1,"Mitrovic, Luka"
euroleague,pascolo davide,9,1,"Pascolo, Davide"
euroleague,robinson thomas,9,1,"Robinson, Thomas"
euroleague,sokolov dmitry,9,1,"Sokolov, Dmitry"
euroleague,spanoulis vassilis,9,1,"Spanoulis, Vassilis"
acb,garino patricio,8,1,"Garino, Patricio"
acb,jones kevin,8,1,"Jones, Kevin"
acb,san emeterio,8,1,San Emeterio
acb,sastre joan,8,1,"Sastre, Joan"
acb,soluade morayo,8,1,"Soluade, Morayo"
acb,spires nick,8,1,"Spires, Nick"
acb,thomas devin,8,1,"Thomas, Devin"
eurocup,aldemir furkan,8,1,"Aldemir, Furkan"
eurocup,barovic filip,8,1,"Barovic, Filip"
eurocup,bayram kadir,8,1,"Bayram, Kadir"
eurocup,eliezer cyrille,8,1,"Eliezer, Cyrille"
eurocup,gavrilovic strahinja,8,1,"Gavrilovic, Strahinja"
eurocup,guenther per,8,1,"Guenther, per"
eurocup,jovic stefan,8,1,"Jovic, Stefan"
eurocup,kraemer david,8,1,"Kraemer, David"
eurocup,madgen ben,8,1,"Madgen, Ben"
eurocup,maledon theo,8,1,"Maledon, Theo"
eurocup,radosavljevic bogdan,8,1,"Radosavljevic, Bogdan"
eurocup,stevanovic andreja,8,1,"Stevanovic, Andreja"
eurocup,timor bar,8,1,"Timor, Bar"
eurocup,zerbo frejus,8,1,"Zerbo, Frejus"
euroleague,agravanis dimitris,8,1,"Agravanis, Dimitris"
euroleague,balbay dogus,8,1,"Balbay, Dogus"
euroleague,ennis dylan,8,1,"Ennis, Dylan"
euroleague,sajus martynas,8,1,"Sajus, Martynas"
acb,ayon gustavo,7,1,"Ayon, Gustavo"
acb,copeland chris,7,1,"Copeland, Chris"
acb,dos anjos felipe,7,1,"Dos Anjos, Felipe"
acb,kempton tim,7,1,"Kempton, Tim"
acb,llompart pedro,7,1,"Llompart, Pedro"
acb,malmanis rinalds,7,1,"Malmanis, Rinalds"
acb,vasileiadis k.,7,1,"Vasileiadis, K."
acb,zagorac rade,7,1,"Zagorac, Rade"
eurocup,behanan chane,7,1,"Behanan, Chane"
eurocup,briki sofiane,7,1,"Briki, Sofiane"
eurocup,harangody luke,7,1,"Harangody, Luke"
eurocup,howell richard,7,1,"Howell, Richard"
eurocup,kinsey tarence,7,1,"Kinsey, Tarence"
eurocup,llompart pedro,7,1,"Llompart, Pedro"
eurocup,lydeka tautvydas,7,1,"Lydeka, Tautvydas"
eurocup,markota damir,7,1,"Markota, Damir"
eurocup,meiers martins,7,1,"Meiers, Martins"
eurocup,nevels garrett,7,1,"Nevels, Garrett"
eurocup,odom roderick,7,1,"Odom, Roderick"
eurocup,tabu jonathan,7,1,"Tabu, Jonathan"
eurocup,tadic tadija,7,1,"Tadic, Tadija"
eurocup,velickovic novica,7,1,"Velickovic, Novica"
eurocup,white james,7,1,"White, James"
euroleague,arlauskas martynas,7,1,"Arlauskas, Martynas"
euroleague,korobkov pavel,7,1,"Korobkov, Pavel"
euroleague,malmanis rinalds,7,1,"Malmanis, Rinalds"
euroleague,martinez ivan,7,1,"Martinez, Ivan"
euroleague,sastre joan,7,1,"Sastre, Joan"
acb,bonde sturup mads,6,1,"Bonde Sturup, Mads"
acb,garcia marc,6,1,"Garcia, Marc"
acb,gomez rodrigo,6,1,"Gomez, Rodrigo"
acb,mccalebb bo,6,1,"McCalebb, Bo"
acb,randolph a.,6,1,"Randolph, A."
eurocup,baldi rossi filippo,6,1,"Baldi Rossi, Filippo"
eurocup,carter robert,6,1,"Carter, Robert"
eurocup,jallow karim,6,1,"Jallow, Karim"
eurocup,loubaki fred,6,1,"Loubaki, Fred"
eurocup,lucas kalin,6,1,"Lucas, Kalin"
eurocup,mckissic shaquielle,6,1,"Mckissic, Shaquielle"
eurocup,ndour maurice,6,1,"Ndour, Maurice"
eurocup,nikic kresimir,6,1,"Nikic, Kresimir"
eurocup,ramljak ivan,6,1,"Ramljak, Ivan"
eurocup,rohwer bjoern,6,1,"Rohwer, Bjoern"
eurocup,salgado javi,6,1,"Salgado, Javi"
eurocup,tomic obrad,6,1,"Tomic, Obrad"
eurocup,topaloglu caner,6,1,"Topaloglu, Caner"
euroleague,bost dee,6,1,"Bost, Dee"
euroleague,gonzalez miguel,6,1,"Gonzalez, Miguel"
euroleague,makiev alan,6,1,"Makiev, Alan"
acb,mavra dominik,5,1,"Mavra, Dominik"
eurocup,benimon jerrelle,5,1,"Benimon, Jerrelle"
eurocup,butkevicius arnas,5,1,"Butkevicius, Arnas"
eurocup,christmas rakeem,5,1,"Christmas, Rakeem"
eurocup,elias-pour ram,5,1,"Elias-Pour, Ram"
eurocup,gegic amar,5,1,"Gegic, Amar"
eurocup,girdziunas mindaugas,5,1,"Girdziunas, Mindaugas"
eurocup,hogue dustin,5,1,"Hogue, Dustin"
eurocup,koshcheev andrey,5,1,"Koshcheev, Andrey"
eurocup,mayor igor,5,1,"Mayor, Igor"
eurocup,mockevicius egidijus,5,1,"Mockevicius, Egidijus"
eurocup,wright chris,5,1,"Wright, Chris"
euroleague,apic dragan,5,1,"Apic, Dragan"
euroleague,ayon gustavo,5,1,"Ayon, Gustavo"
euroleague,randolph anthony,5,1,"Randolph, Anthony"
acb,beraza xabi,4,1,"Beraza, Xabi"
acb,delfino carlos,4,1,"Delfino, Carlos"
acb,diagne atoumane,4,1,"Diagne, Atoumane"
acb,kuzmic ognjen,4,1,"Kuzmic, Ognjen"
acb,pechacek adam,4,1,"Pechacek, Adam"
acb,sola adams,4,1,"Sola, Adams"
acb,urtasun txemi,4,1,"Urtasun, Txemi"
eurocup,bajo darko,4,1,"Bajo, Darko"
eurocup,carter marc,4,1,"Carter, Marc"
eurocup,cipolla alessandro,4,1,"Cipolla, Alessandro"
eurocup,cline tj,4,1,"Cline, Tj"
eurocup,conti luca,4,1,"Conti, Luca"
eurocup,durmaz berkan,4,1,"Durmaz, Berkan"
eurocup,english aj,4,1,"English, Aj"
eurocup,kaimakoglou kostas,4,1,"Kaimakoglou, Kostas"
eurocup,kempton tim,4,1,"Kempton, Tim"
eurocup,leslie travis,4,1,"Leslie, Travis"
eurocup,nwaelele onyenma,4,1,"Nwaelele, Onyenma"
eurocup,pietrus florent,4,1,"Pietrus, Florent"
eurocup,roberts ronald,4,1,"Roberts, Ronald"
eurocup,tanaskovic nikola,4,1,"Tanaskovic, Nikola"
eurocup,tchewa russel,4,1,"Tchewa, Russel"
eurocup,thomas devin robert,4,1,"Thomas, Devin Robert"
eurocup,whittington  shayne,4,1,"Whittington , Shayne"
euroleague,arna egehan,4,1,"Arna, Egehan"
euroleague,kurucs rodions,4,1,"Kurucs, Rodions"
euroleague,kuzminskas mindaugas,4,1,"Kuzminskas, Mindaugas"
euroleague,lazarevic stefan,4,1,"Lazarevic, Stefan"
euroleague,mcdowell-white william,4,1,"Mcdowell-White, William"
euroleague,mitoglou konstantinos,4,1,"Mitoglou, Konstantinos"
euroleague,udrih beno,4,1,"Udrih, Beno"
euroleague,westermann leo,4,1,"Westermann, Leo"
acb,alocen carlos,3,1,"Alocen, Carlos"
acb,balcerowski olek,3,1,"Balcerowski, Olek"
acb,brussino nico,3,1,"Brussino, Nico"
acb,ferrando luis,3,1,"Ferrando, Luis"
acb,gonzalez miguel,3,1,"Gonzalez, Miguel"
acb,kurucs rodions,3,1,"Kurucs, Rodions"
acb,lopez javi,3,1,"Lopez, Javi"
acb,martinez emilio,3,1,"Martinez, Emilio"
acb,sane landing,3,1,"Sane, Landing"
acb,sanz mikel,3,1,"Sanz, Mikel"
eurocup,cakarevic marko,3,1,"Cakarevic, Marko"
eurocup,cervi riccardo,3,1,"Cervi, Riccardo"
eurocup,drescher hendrik,3,1,"Drescher, Hendrik"
eurocup,eboh tim,3,1,"Eboh, Tim"
eurocup,jovanovic slobodan,3,1,"Jovanovic, Slobodan"
eurocup,konuk mert,3,1,"Konuk, Mert"
eurocup,lucic vladimir,3,1,"Lucic, Vladimir"
eurocup,maric nikola,3,1,"Maric, Nikola"
eurocup,mattisseck jonas,3,1,"Mattisseck, Jonas"
eurocup,perkovic toni,3,1,"Perkovic, Toni"
eurocup,pongo marcell,3,1,"Pongo, Marcell"
eurocup,walker henry,3,1,"Walker, Henry"
euroleague,arsenopoulos nikolaos,3,1,"Arsenopoulos, Nikolaos"
euroleague,doellman justin,3,1,"Doellman, Justin"
euroleague,douglas toney,3,1,"Douglas, Toney"
euroleague,fontecchio simone,3,1,"Fontecchio, Simone"
euroleague,kalinic nikola,3,1,"Kalinic, Nikola"
euroleague,keselj marko,3,1,"Keselj, Marko"
euroleague,mcrae jordan,3,1,"Mcrae, Jordan"
acb,azpeitia asier,2,1,"Azpeitia, Asier"
acb,busquets pep,2,1,"Busquets, Pep"
acb,faverani v.,2,1,"Faverani, V."
acb,kljajic jovan,2,1,"Kljajic, Jovan"
acb,maric nikola,2,1,"Maric, Nikola"
acb,parra joel,2,1,"Parra, Joel"
acb,pluta andrzej,2,1,"Pluta, Andrzej"
acb,savic emil,2,1,"Savic, Emil"
eurocup,brussino nicolas,2,1,"Brussino, Nicolas"
eurocup,copeland chris,2,1,"Copeland, Chris"
eurocup,dellosto nicolo,2,1,"Dellosto, Nicolo"
eurocup,gacic sandro,2,1,"Gacic, Sandro"
eurocup,jerrells curtis,2,1,"Jerrells, Curtis"
eurocup,motovilov grigory,2,1,"Motovilov, Grigory"
eurocup,nelyubov ivan,2,1,"Nelyubov, Ivan"
eurocup,samuels samardo,2,1,"Samuels, Samardo"
eurocup,sirvydis deividas,2,1,"Sirvydis, Deividas"
eurocup,sow khadim,2,1,"Sow, Khadim"
euroleague,delfino carlos,2,1,"Delfino, Carlos"
euroleague,kuzmic ognjen,2,1,"Kuzmic, Ognjen"
acb,akognon josh,1,1,"Akognon, Josh"
acb,bachynski jordan,1,1,"Bachynski, Jordan"
acb,balcerowski a.,1,1,"Balcerowski, A."
acb,beraza xabier,1,1,"Beraza, Xabier"
acb,ehigiator osas,1,1,"Ehigiator, Osas"
acb,gacic sandro,1,1,"Gacic, Sandro"
acb,garuba usman,1,1,"Garuba, Usman"
acb,mcrae jordan,1,1,"McRae, Jordan"
acb,molins pol,1,1,"Molins, Pol"
acb,schneider hugo,1,1,"Schneider, Hugo"
acb,tvalabeishvili g.,1,1,"Tvalabeishvili, G."
eurocup,balcerowski aleksander,1,1,"Balcerowski, Aleksander"
eurocup,bartolome hugo,1,1,"Bartolome, Hugo"
eurocup,beyschlag georg,1,1,"Beyschlag, Georg"
eurocup,bille aleksandr,1,1,"Bille, Aleksandr"
eurocup,bretzel nicolas,1,1,"Bretzel, Nicolas"
eurocup,gerasimov timofei,1,1,"Gerasimov, Timofei"
eurocup,kljajic jovan,1,1,"Kljajic, Jovan"
eurocup,levshin denis,1,1,"Levshin, Denis"
eurocup,lopez javi,1,1,"Lopez, Javi"
eurocup,melian luis,1,1,"Melian, Luis"
eurocup,ogunsipe marvin,1,1,"Ogunsipe, Marvin"
eurocup,ohlbrecht tim,1,1,"Ohlbrecht, Tim"
eurocup,rimsa tomas,1,1,"Rimsa, Tomas"
euroleague,astapkovich anton,1,1,"Astapkovich, Anton"
euroleague,garcia marc,1,1,"Garcia, Marc"
euroleague,garcia sergi,1,1,"Garcia, Sergi"
euroleague,gavrilov alexander,1,1,"Gavrilov, Alexander"
euroleague,kalaitzakis georgios,1,1,"Kalaitzakis, Georgios"
euroleague,saybir yigitcan,1,1,"Saybir, Yigitcan"
euroleague,tillie kim,1,1,"Tillie, Kim"
