competition,MP_min,PIR
acb,30.4,16
acb,31.35,20
acb,25.85,12
acb,29.383333333333333,9
acb,19.666666666666668,6
acb,20.216666666666665,-3
acb,20.066666666666666,14
acb,20.15,8
acb,19.65,5
acb,14.783333333333333,1
acb,20.883333333333333,10
acb,26.116666666666667,29
acb,16.25,17
acb,24.35,7
acb,19.416666666666668,-3
acb,18.0,17
acb,18.283333333333335,10
acb,27.4,8
acb,21.616666666666667,3
acb,15.35,5
acb,18.85,9
acb,16.1,7
acb,20.733333333333334,16
acb,6.85,-2
acb,3.4,-3
acb,5.516666666666667,0
acb,0.0,0
acb,0.85,-1
acb,2.2666666666666666,4
acb,15.983333333333333,6
acb,2.2,0
acb,11.983333333333333,1
acb,17.333333333333332,12
acb,9.7,9
acb,22.25,6
acb,17.966666666666665,3
acb,11.733333333333333,0
acb,0.0,0
acb,6.1,-4
acb,9.133333333333333,0
acb,21.366666666666667,16
acb,28.95,2
acb,12.7,-3
acb,13.833333333333334,1
acb,8.466666666666667,2
acb,8.483333333333333,6
acb,0.0,0
acb,0.0,0
acb,13.4,6
acb,17.583333333333332,0
acb,7.8,-1
acb,0.0,0
acb,5.133333333333334,2
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,23.866666666666667,12
acb,23.516666666666666,13
acb,23.033333333333335,3
acb,31.933333333333334,21
acb,30.133333333333333,23
acb,25.233333333333334,-1
acb,33.3,21
acb,22.35,29
acb,29.4,2
acb,30.55,24
acb,26.683333333333334,16
acb,24.35,4
acb,27.05,10
acb,30.516666666666666,20
acb,25.466666666666665,-2
acb,26.95,9
acb,22.133333333333333,18
acb,24.133333333333333,13
acb,25.116666666666667,20
acb,17.616666666666667,-4
acb,25.533333333333335,9
acb,24.866666666666667,10
acb,11.35,-1
acb,22.85,8
acb,15.95,-4
acb,15.816666666666666,-3
acb,20.95,5
acb,18.116666666666667,1
acb,28.333333333333332,8
acb,27.433333333333334,15
acb,36.516666666666666,1
acb,28.583333333333332,6
acb,17.066666666666666,0
acb,11.933333333333334,-4
acb,0.0,0
acb,0.0,0
acb,0.2,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,35.46666666666667,18
acb,30.116666666666667,7
acb,37.06666666666667,26
acb,23.25,-6
acb,33.766666666666666,19
acb,36.85,15
acb,32.2,10
acb,27.55,12
acb,11.7,-10
acb,18.333333333333332,3
acb,13.416666666666666,-1
acb,14.983333333333333,1
acb,13.783333333333333,6
acb,11.7,2
acb,11.466666666666667,-6
acb,10.383333333333333,-3
acb,15.5,12
acb,12.483333333333333,1
acb,18.616666666666667,2
acb,10.616666666666667,-1
acb,18.966666666666665,9
acb,17.266666666666666,1
acb,16.483333333333334,5
acb,29.066666666666666,8
acb,23.133333333333333,10
acb,19.4,2
acb,24.016666666666666,20
acb,18.833333333333332,21
acb,26.4,9
acb,14.75,10
acb,23.683333333333334,13
acb,20.716666666666665,13
acb,16.616666666666667,5
acb,12.7,-1
acb,14.0,-6
acb,16.0,8
acb,24.3,13
acb,19.1,3
acb,20.15,5
acb,19.483333333333334,8
acb,21.266666666666666,14
acb,12.866666666666667,12
acb,14.75,7
acb,18.55,6
acb,14.883333333333333,7
acb,23.35,14
acb,22.916666666666668,13
acb,14.5,4
acb,23.45,8
acb,16.15,11
acb,26.9,22
acb,15.316666666666666,0
acb,28.216666666666665,17
acb,22.2,3
acb,17.883333333333333,18
acb,22.5,23
acb,21.533333333333335,2
acb,29.866666666666667,21
acb,25.85,21
acb,18.483333333333334,-5
acb,0.0,0
acb,20.9,7
acb,18.533333333333335,4
acb,0.0,0
acb,0.0,0
acb,27.983333333333334,16
acb,32.583333333333336,15
acb,18.15,2
acb,24.833333333333332,12
acb,21.216666666666665,13
acb,25.65,24
acb,30.566666666666666,20
acb,25.916666666666668,1
acb,17.7,7
acb,22.583333333333332,5
