competition,MP_min,PIR
acb,30.8,5
acb,16.616666666666667,5
acb,0.0,0
acb,0.0,0
acb,18.2,2
acb,21.25,2
acb,29.65,12
acb,20.916666666666668,6
acb,13.75,5
acb,23.916666666666668,4
acb,27.35,7
acb,8.316666666666666,0
acb,5.066666666666666,2
acb,6.266666666666667,-2
acb,13.2,-3
acb,14.083333333333334,6
acb,18.416666666666668,7
acb,3.4333333333333336,-2
acb,0.0,0
acb,12.9,-1
acb,7.933333333333334,-3
acb,12.216666666666667,0
acb,30.0,17
acb,12.016666666666667,-4
acb,11.1,1
acb,11.816666666666666,0
acb,5.566666666666666,-2
acb,0.7333333333333333,-1
acb,23.283333333333335,10
acb,24.15,0
acb,15.25,-2
acb,18.533333333333335,7
acb,17.066666666666666,11
acb,17.533333333333335,12
acb,24.016666666666666,15
acb,29.283333333333335,12
acb,19.583333333333332,2
acb,29.283333333333335,17
acb,24.533333333333335,19
acb,35.86666666666667,9
acb,33.1,19
acb,26.866666666666667,4
acb,19.316666666666666,5
acb,25.0,11
acb,24.183333333333334,6
acb,29.466666666666665,14
acb,19.433333333333334,7
acb,16.5,-6
acb,8.916666666666666,-5
acb,12.8,0
acb,19.416666666666668,5
acb,10.166666666666666,-7
acb,33.666666666666664,10
acb,24.083333333333332,23
acb,25.15,15
acb,25.016666666666666,8
acb,19.5,-3
acb,21.233333333333334,16
acb,20.183333333333334,10
acb,28.566666666666666,23
acb,25.45,20
acb,31.733333333333334,16
acb,0.0,0
acb,0.0,0
acb,8.733333333333333,2
acb,0.0,0
acb,1.9,-1
acb,14.283333333333333,6
acb,2.283333333333333,2
acb,5.616666666666667,0
acb,11.433333333333334,-5
acb,3.6333333333333333,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,2.966666666666667,-2
acb,10.883333333333333,14
acb,14.383333333333333,4
acb,5.733333333333333,2
acb,24.033333333333335,4
acb,5.216666666666667,-6
acb,6.366666666666666,8
acb,22.2,13
acb,27.583333333333332,11
acb,12.883333333333333,-1
acb,20.766666666666666,21
acb,18.183333333333334,4
acb,19.766666666666666,11
acb,22.816666666666666,13
acb,4.6,-3
acb,20.283333333333335,16
acb,31.6,12
acb,24.4,19
acb,20.15,-2
acb,11.116666666666667,1
acb,28.95,22
acb,27.7,22
acb,23.7,7
acb,11.0,4
acb,16.333333333333332,7
acb,14.266666666666667,-1
acb,19.183333333333334,13
acb,8.2,6
acb,16.116666666666667,2
acb,19.316666666666666,0
acb,17.616666666666667,10
acb,7.9,2
acb,6.283333333333333,3
acb,22.75,-1
acb,20.016666666666666,4
acb,15.783333333333333,5
acb,5.75,-1
acb,9.233333333333333,6
acb,8.466666666666667,3
acb,20.5,-3
acb,7.0,0
acb,21.833333333333332,11
acb,20.316666666666666,9
acb,13.6,8
acb,22.766666666666666,24
acb,16.316666666666666,15
acb,13.8,3
acb,21.733333333333334,12
acb,26.783333333333335,23
acb,21.05,3
acb,25.35,17
acb,16.016666666666666,12
acb,21.083333333333332,11
acb,19.85,10
acb,20.383333333333333,18
acb,18.733333333333334,21
acb,29.0,24
acb,25.25,15
acb,23.033333333333335,9
acb,21.483333333333334,6
acb,22.6,9
acb,25.6,9
acb,16.116666666666667,2
acb,18.483333333333334,-2
acb,22.7,11
acb,24.316666666666666,14
acb,25.183333333333334,13
acb,24.016666666666666,10
acb,22.666666666666668,5
acb,23.266666666666666,12
acb,20.716666666666665,5
acb,21.683333333333334,15
acb,17.166666666666668,8
acb,15.966666666666667,8
acb,20.233333333333334,5
acb,35.53333333333333,16
acb,20.3,10
acb,24.016666666666666,10
acb,30.7,14
acb,35.56666666666667,18
acb,28.85,15
acb,19.216666666666665,10
acb,24.666666666666668,-3
acb,18.583333333333332,-11
acb,27.433333333333334,21
acb,26.233333333333334,-4
acb,23.95,-1
acb,21.633333333333333,22
acb,28.766666666666666,2
acb,13.966666666666667,3
acb,25.833333333333332,7
acb,19.083333333333332,4
acb,27.583333333333332,9
acb,25.333333333333332,10
acb,20.45,18
acb,24.95,19
acb,25.95,16
acb,20.55,4
acb,10.466666666666667,4
acb,24.183333333333334,6
acb,11.583333333333334,5
acb,24.783333333333335,17
acb,25.416666666666668,-2
acb,18.266666666666666,6
acb,24.85,20
acb,29.716666666666665,16
acb,13.433333333333334,3
acb,32.11666666666667,16
acb,18.616666666666667,9
acb,24.216666666666665,9
acb,14.216666666666667,7
acb,15.35,12
acb,15.566666666666666,5
acb,24.4,11
acb,25.516666666666666,27
acb,27.3,16
acb,18.7,6
acb,12.6,2
acb,15.45,2
acb,16.666666666666668,3
acb,0.0,0
acb,24.0,2
acb,12.833333333333334,3
acb,10.0,10
acb,29.933333333333334,7
acb,23.6,16
acb,12.483333333333333,-2
acb,16.533333333333335,6
acb,10.0,-3
acb,18.166666666666668,8
acb,20.016666666666666,9
acb,15.966666666666667,9
acb,8.65,1
acb,24.533333333333335,19
acb,15.966666666666667,13
acb,14.75,10
acb,25.65,29
acb,22.3,19
acb,25.05,5
acb,29.25,25
acb,26.116666666666667,6
acb,22.716666666666665,6
acb,27.85,21
acb,22.7,24
acb,26.85,18
acb,28.733333333333334,17
acb,30.183333333333334,21
acb,32.15,6
acb,25.716666666666665,11
acb,33.4,19
acb,25.983333333333334,10
acb,24.05,13
acb,27.833333333333332,13
acb,26.733333333333334,9
acb,27.516666666666666,13
acb,28.933333333333334,11
acb,25.883333333333333,12
acb,26.166666666666668,5
acb,26.0,14
acb,22.7,7
acb,29.116666666666667,11
acb,23.933333333333334,5
acb,18.3,9
acb,21.866666666666667,4
acb,28.466666666666665,14
acb,29.183333333333334,13
acb,21.666666666666668,6
acb,18.283333333333335,10
acb,29.966666666666665,10
acb,26.883333333333333,16
acb,17.066666666666666,1
acb,22.533333333333335,13
acb,22.9,9
acb,11.966666666666667,-1
acb,19.916666666666668,4
acb,16.4,10
acb,17.3,16
acb,12.7,12
acb,21.866666666666667,6
acb,23.166666666666668,14
acb,16.5,5
acb,27.383333333333333,8
acb,23.1,11
acb,24.5,7
acb,25.616666666666667,24
acb,25.933333333333334,0
acb,25.383333333333333,11
acb,30.366666666666667,13
acb,31.25,23
acb,31.133333333333333,19
acb,28.95,22
acb,29.8,23
acb,25.066666666666666,15
acb,27.633333333333333,8
acb,27.916666666666668,2
acb,28.533333333333335,15
acb,31.083333333333332,18
acb,26.083333333333332,7
acb,24.583333333333332,14
acb,32.016666666666666,31
acb,23.683333333333334,7
acb,30.733333333333334,9
acb,25.55,14
acb,19.45,1
acb,28.333333333333332,4
acb,20.666666666666668,9
acb,26.083333333333332,5
acb,24.016666666666666,15
acb,25.433333333333334,3
acb,26.283333333333335,15
acb,18.616666666666667,4
acb,26.733333333333334,15
acb,19.566666666666666,1
acb,30.75,7
acb,17.766666666666666,-3
acb,24.233333333333334,0
acb,26.3,16
acb,20.583333333333332,21
acb,26.333333333333332,22
acb,26.066666666666666,13
acb,7.25,1
acb,14.416666666666666,-1
acb,20.816666666666666,14
acb,12.65,2
acb,23.416666666666668,15
acb,14.45,9
acb,22.483333333333334,9
acb,17.616666666666667,8
acb,26.25,27
acb,25.65,15
acb,17.016666666666666,8
acb,18.583333333333332,10
acb,17.466666666666665,8
acb,27.716666666666665,7
acb,24.95,16
acb,20.0,16
acb,25.466666666666665,6
acb,21.183333333333334,-5
acb,28.05,28
acb,26.633333333333333,3
acb,28.483333333333334,12
acb,21.583333333333332,3
acb,26.483333333333334,3
acb,24.4,11
acb,26.2,26
acb,29.25,0
acb,18.283333333333335,6
acb,30.433333333333334,14
acb,19.433333333333334,9
acb,28.266666666666666,17
acb,20.45,3
acb,19.283333333333335,13
acb,17.416666666666668,10
acb,24.85,10
acb,26.033333333333335,10
acb,23.716666666666665,5
acb,19.9,11
acb,24.383333333333333,2
acb,34.38333333333333,19
acb,27.283333333333335,15
acb,0.0,0
acb,0.0,0
acb,23.266666666666666,16
acb,22.616666666666667,8
acb,15.566666666666666,1
acb,17.766666666666666,5
acb,15.116666666666667,7
acb,16.883333333333333,23
acb,18.016666666666666,11
acb,4.95,-2
acb,18.416666666666668,12
acb,19.033333333333335,16
acb,17.833333333333332,10
acb,12.183333333333334,3
acb,7.166666666666667,3
acb,10.666666666666666,4
acb,14.833333333333334,17
acb,12.116666666666667,12
acb,23.65,16
acb,16.716666666666665,13
acb,11.883333333333333,9
acb,4.616666666666667,3
acb,0.0,0
acb,10.983333333333333,1
acb,6.366666666666666,3
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,5.65,4
acb,0.0,0
acb,1.2666666666666666,1
acb,3.1166666666666667,0
acb,6.266666666666667,-2
acb,15.4,7
acb,2.2333333333333334,2
acb,20.683333333333334,5
acb,21.483333333333334,9
acb,13.15,13
acb,25.533333333333335,6
acb,20.866666666666667,4
acb,16.933333333333334,5
acb,10.966666666666667,11
acb,15.233333333333333,4
acb,21.133333333333333,3
acb,11.683333333333334,-2
acb,19.65,8
acb,14.783333333333333,-2
acb,23.566666666666666,9
acb,16.833333333333332,4
acb,13.7,0
acb,23.933333333333334,12
acb,16.966666666666665,4
acb,0.0,0
acb,0.9666666666666667,0
acb,0.0,0
acb,0.0,0
acb,14.716666666666667,8
acb,9.35,6
acb,0.0,0
acb,7.166666666666667,2
acb,18.65,2
acb,9.35,5
acb,15.316666666666666,5
acb,20.766666666666666,14
acb,20.633333333333333,11
acb,21.55,13
acb,9.566666666666666,0
acb,12.583333333333334,0
acb,5.783333333333333,0
acb,16.633333333333333,7
acb,11.866666666666667,0
acb,21.566666666666666,-2
acb,18.266666666666666,5
acb,19.216666666666665,5
acb,26.583333333333332,15
acb,18.95,22
acb,17.616666666666667,-1
acb,8.8,0
acb,5.133333333333334,-3
acb,14.716666666666667,5
acb,6.016666666666667,-1
acb,13.95,11
acb,13.65,-1
acb,6.55,-4
acb,16.8,-4
acb,0.0,0
acb,10.0,-2
acb,17.25,-3
acb,0.0,0
acb,14.466666666666667,2
acb,27.766666666666666,15
acb,17.533333333333335,-1
acb,23.383333333333333,12
acb,17.15,-1
acb,22.95,8
acb,23.616666666666667,9
acb,17.666666666666668,9
acb,29.083333333333332,6
acb,25.4,4
acb,18.783333333333335,-2
acb,25.033333333333335,4
acb,31.566666666666666,23
acb,16.283333333333335,7
acb,30.066666666666666,16
acb,31.4,24
acb,27.833333333333332,8
acb,20.316666666666666,13
acb,22.816666666666666,15
acb,17.45,4
acb,15.1,-2
acb,20.533333333333335,10
acb,20.783333333333335,7
acb,25.616666666666667,16
acb,17.016666666666666,6
acb,18.166666666666668,-1
acb,27.6,13
acb,20.75,6
acb,19.666666666666668,11
acb,29.016666666666666,19
acb,29.533333333333335,20
acb,30.916666666666668,19
acb,22.183333333333334,18
acb,21.283333333333335,5
acb,21.666666666666668,-2
acb,18.95,7
acb,26.033333333333335,4
acb,19.433333333333334,6
acb,25.916666666666668,8
acb,20.166666666666668,5
acb,20.583333333333332,4
acb,27.316666666666666,4
acb,24.833333333333332,10
acb,26.983333333333334,0
acb,23.4,2
acb,22.816666666666666,6
acb,24.9,8
acb,20.716666666666665,3
acb,21.283333333333335,8
acb,13.666666666666666,-3
acb,20.016666666666666,2
acb,16.583333333333332,3
acb,19.583333333333332,17
acb,15.366666666666667,0
acb,31.966666666666665,20
acb,23.4,17
acb,16.4,6
acb,21.866666666666667,18
acb,23.983333333333334,15
acb,20.383333333333333,5
acb,20.766666666666666,15
acb,15.666666666666666,1
acb,33.9,17
acb,21.516666666666666,10
acb,21.65,6
acb,20.116666666666667,13
acb,15.483333333333333,6
acb,25.883333333333333,15
acb,21.933333333333334,14
acb,11.983333333333333,7
acb,22.416666666666668,4
acb,16.366666666666667,9
acb,17.966666666666665,17
acb,23.95,18
acb,18.95,7
acb,13.75,23
acb,10.633333333333333,1
acb,13.7,4
acb,27.116666666666667,19
acb,16.833333333333332,10
acb,15.95,6
acb,18.816666666666666,2
acb,27.15,2
acb,9.966666666666667,1
acb,20.866666666666667,4
acb,22.516666666666666,3
acb,4.016666666666667,0
acb,7.75,10
acb,11.666666666666666,10
acb,10.4,1
acb,9.15,0
acb,13.983333333333333,1
acb,22.316666666666666,11
acb,21.05,6
acb,22.666666666666668,4
acb,3.3333333333333335,-7
acb,33.516666666666666,12
acb,8.866666666666667,-2
acb,11.05,2
acb,11.55,-1
acb,14.933333333333334,-1
acb,13.016666666666667,3
acb,13.1,-3
acb,14.466666666666667,-7
acb,9.516666666666667,10
acb,15.5,3
acb,15.416666666666666,1
acb,11.316666666666666,-1
acb,15.616666666666667,5
acb,20.5,12
acb,17.383333333333333,1
acb,27.983333333333334,11
acb,22.066666666666666,6
acb,21.4,10
acb,16.866666666666667,0
acb,17.1,3
acb,14.516666666666667,0
acb,17.283333333333335,4
acb,6.4,-3
acb,33.61666666666667,16
acb,21.866666666666667,6
acb,25.283333333333335,13
acb,26.983333333333334,16
acb,24.216666666666665,7
acb,19.016666666666666,3
acb,17.133333333333333,1
acb,28.15,20
acb,19.533333333333335,4
acb,18.016666666666666,8
acb,18.083333333333332,14
acb,16.1,2
acb,28.616666666666667,19
acb,18.3,12
acb,22.866666666666667,20
acb,21.533333333333335,20
acb,14.383333333333333,-4
acb,18.5,15
acb,12.766666666666667,5
acb,14.9,8
acb,21.766666666666666,13
acb,15.35,3
acb,14.8,5
acb,12.9,3
acb,15.533333333333333,10
acb,25.816666666666666,22
acb,29.55,5
acb,32.45,18
acb,20.883333333333333,17
acb,18.7,7
acb,24.783333333333335,13
acb,23.116666666666667,14
acb,28.5,14
acb,12.866666666666667,6
acb,22.25,11
acb,28.55,9
acb,23.633333333333333,2
acb,28.266666666666666,4
acb,28.116666666666667,11
acb,27.166666666666668,15
acb,38.2,20
acb,28.666666666666668,10
acb,30.5,17
acb,31.516666666666666,11
acb,32.9,13
acb,20.716666666666665,16
acb,22.883333333333333,21
acb,24.0,14
acb,34.46666666666667,19
acb,25.133333333333333,1
acb,26.466666666666665,6
acb,25.1,11
acb,0.0,0
acb,4.55,2
acb,2.066666666666667,4
acb,6.416666666666667,1
acb,5.883333333333333,3
acb,3.4,0
acb,0.0,0
acb,3.9833333333333334,-2
acb,6.733333333333333,2
acb,0.08333333333333333,0
acb,0.0,0
acb,0.0,0
acb,14.283333333333333,4
acb,19.683333333333334,8
acb,17.183333333333334,-5
acb,24.2,10
acb,24.9,4
acb,17.833333333333332,13
acb,20.3,12
acb,13.05,-3
acb,22.733333333333334,12
acb,21.833333333333332,7
acb,15.066666666666666,-3
acb,19.25,4
acb,21.233333333333334,4
acb,25.133333333333333,12
acb,16.683333333333334,15
acb,15.133333333333333,3
acb,25.3,4
acb,15.733333333333333,13
acb,23.516666666666666,14
acb,25.433333333333334,19
acb,15.433333333333334,6
acb,17.95,21
acb,18.266666666666666,4
acb,22.45,24
acb,17.7,7
acb,12.95,13
acb,0.0,0
acb,15.433333333333334,10
acb,22.466666666666665,7
acb,9.75,4
acb,1.3166666666666667,0
acb,2.716666666666667,-1
acb,0.0,0
acb,4.116666666666666,-2
acb,3.5,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,9.25,1
acb,7.383333333333334,1
acb,2.8333333333333335,1
acb,0.0,0
acb,25.016666666666666,-2
acb,1.0166666666666666,0
acb,0.0,0
acb,7.65,-3
acb,15.7,2
acb,15.7,0
acb,7.716666666666667,-3
acb,0.0,0
acb,12.383333333333333,-3
acb,0.0,0
acb,0.0,0
acb,5.583333333333333,-1
acb,0.0,0
acb,10.466666666666667,0
acb,10.55,1
acb,21.1,13
acb,14.033333333333333,2
acb,14.033333333333333,2
acb,17.666666666666668,6
acb,25.416666666666668,17
acb,11.066666666666666,8
acb,18.983333333333334,0
acb,26.866666666666667,13
acb,16.233333333333334,3
acb,17.883333333333333,16
acb,21.016666666666666,5
acb,29.633333333333333,10
acb,24.983333333333334,13
acb,16.8,17
acb,16.8,5
acb,15.3,4
acb,20.6,16
acb,26.75,0
acb,29.033333333333335,6
acb,21.05,8
acb,20.983333333333334,7
acb,22.383333333333333,10
acb,14.983333333333333,-1
acb,27.383333333333333,12
acb,26.333333333333332,7
acb,16.3,-3
acb,19.366666666666667,5
acb,22.166666666666668,6
acb,10.85,0
acb,31.733333333333334,-2
acb,30.816666666666666,18
acb,15.016666666666667,0
acb,28.366666666666667,9
acb,16.6,-5
acb,17.566666666666666,2
acb,13.9,0
acb,20.8,6
acb,34.21666666666667,14
acb,28.116666666666667,15
acb,25.366666666666667,14
acb,26.8,14
acb,0.0,0
acb,30.866666666666667,21
acb,24.316666666666666,25
acb,20.866666666666667,1
acb,21.016666666666666,-4
acb,14.966666666666667,5
acb,25.116666666666667,11
acb,14.583333333333334,-1
acb,0.0,0
acb,20.033333333333335,6
acb,21.8,-2
acb,16.5,3
acb,17.4,4
acb,18.716666666666665,5
acb,10.666666666666666,-2
acb,23.383333333333333,3
acb,11.483333333333333,-6
acb,27.116666666666667,13
acb,13.55,-1
acb,15.55,1
acb,22.683333333333334,14
acb,9.95,-3
acb,0.15,0
acb,18.033333333333335,7
acb,4.55,-2
acb,13.8,3
acb,17.233333333333334,16
acb,0.21666666666666667,0
acb,21.683333333333334,5
acb,2.85,3
acb,10.816666666666666,2
acb,12.266666666666667,0
acb,18.683333333333334,0
acb,5.716666666666667,1
acb,27.433333333333334,21
acb,11.166666666666666,2
acb,18.25,3
acb,3.066666666666667,2
acb,0.0,0
acb,7.2,3
acb,5.366666666666666,-1
acb,5.55,3
acb,8.966666666666667,-3
acb,12.9,5
eurocup,19.75,17
eurocup,0.0,0
eurocup,18.35,7
eurocup,6.75,0
eurocup,0.0,0
eurocup,17.333333333333332,3
eurocup,24.383333333333333,24
eurocup,18.283333333333335,13
eurocup,22.983333333333334,17
eurocup,21.783333333333335,17
eurocup,30.316666666666666,12
eurocup,17.616666666666667,8
eurocup,21.9,13
eurocup,12.433333333333334,-3
eurocup,19.25,12
eurocup,20.5,-1
eurocup,25.133333333333333,7
eurocup,20.466666666666665,-2
eurocup,19.033333333333335,6
eurocup,26.566666666666666,14
eurocup,28.05,15
eurocup,17.35,1
eurocup,11.6,4
eurocup,29.583333333333332,9
eurocup,23.95,0
eurocup,24.283333333333335,-2
eurocup,22.266666666666666,8
eurocup,23.583333333333332,22
eurocup,22.95,11
eurocup,13.25,6
eurocup,15.366666666666667,8
eurocup,13.766666666666667,6
eurocup,12.95,3
eurocup,6.6,5
eurocup,7.366666666666666,4
eurocup,10.4,5
eurocup,13.033333333333333,0
eurocup,21.266666666666666,-1
eurocup,12.566666666666666,-2
eurocup,12.666666666666666,-1
eurocup,24.8,5
eurocup,12.733333333333333,2
eurocup,23.933333333333334,3
eurocup,25.4,4
eurocup,32.05,12
eurocup,21.683333333333334,-8
eurocup,16.4,-2
eurocup,2.5666666666666664,0
eurocup,2.85,0
eurocup,2.9166666666666665,0
eurocup,4.0,2
eurocup,3.8,1
eurocup,13.5,10
eurocup,18.75,9
eurocup,13.7,3
eurocup,20.816666666666666,6
eurocup,9.4,-1
eurocup,22.25,7
eurocup,27.816666666666666,4
eurocup,22.633333333333333,9
eurocup,18.983333333333334,3
eurocup,25.816666666666666,11
eurocup,12.7,4
eurocup,23.5,19
eurocup,8.3,-2
eurocup,14.916666666666666,7
eurocup,7.466666666666667,1
eurocup,10.933333333333334,-1
eurocup,3.85,4
eurocup,13.4,5
eurocup,9.866666666666667,-2
eurocup,2.7333333333333334,-3
eurocup,9.833333333333334,-2
eurocup,10.616666666666667,3
eurocup,15.833333333333334,8
eurocup,30.95,8
eurocup,22.8,-7
eurocup,18.633333333333333,1
eurocup,2.8333333333333335,1
eurocup,0.0,0
eurocup,6.25,-3
eurocup,4.516666666666667,-3
eurocup,20.05,5
eurocup,10.2,8
eurocup,20.116666666666667,4
eurocup,12.816666666666666,3
eurocup,19.766666666666666,11
eurocup,17.416666666666668,10
eurocup,17.7,9
eurocup,12.5,3
eurocup,18.25,11
eurocup,20.633333333333333,24
eurocup,7.35,1
eurocup,0.0,0
eurocup,0.0,0
eurocup,2.4166666666666665,-2
eurocup,11.333333333333334,-3
eurocup,10.816666666666666,8
eurocup,10.466666666666667,3
eurocup,9.833333333333334,0
eurocup,3.85,1
eurocup,8.566666666666666,3
eurocup,3.2333333333333334,-1
eurocup,4.583333333333333,0
eurocup,0.0,0
eurocup,9.833333333333334,1
eurocup,0.0,0
eurocup,3.9833333333333334,-1
eurocup,6.816666666666666,1
eurocup,8.5,3
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.9833333333333333,2
eurocup,0.0,0
eurocup,1.9,4
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,27.066666666666666,15
eurocup,26.283333333333335,22
eurocup,38.25,6
eurocup,7.733333333333333,-3
eurocup,5.5,-1
eurocup,13.133333333333333,0
eurocup,27.016666666666666,20
eurocup,18.183333333333334,12
eurocup,20.666666666666668,6
eurocup,28.2,19
eurocup,26.433333333333334,1
eurocup,0.0,0
eurocup,2.0833333333333335,-1
eurocup,0.0,0
eurocup,0.5333333333333333,-1
eurocup,0.0,0
eurocup,0.0,0
eurocup,11.2,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,20.25,16
eurocup,17.95,0
eurocup,24.816666666666666,14
eurocup,21.65,11
eurocup,30.333333333333332,25
eurocup,20.65,18
eurocup,20.516666666666666,17
eurocup,29.45,20
eurocup,22.7,6
eurocup,30.616666666666667,9
eurocup,21.716666666666665,15
eurocup,17.016666666666666,-3
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,1.3666666666666667,2
eurocup,16.15,3
eurocup,11.416666666666666,-2
eurocup,8.05,3
eurocup,12.233333333333333,-2
eurocup,9.9,2
eurocup,9.816666666666666,2
eurocup,20.033333333333335,12
eurocup,19.583333333333332,8
eurocup,18.166666666666668,7
eurocup,15.983333333333333,12
eurocup,23.0,21
eurocup,25.6,15
eurocup,24.516666666666666,26
eurocup,30.316666666666666,23
eurocup,18.016666666666666,9
eurocup,38.35,34
eurocup,15.9,6
eurocup,28.85,14
eurocup,24.666666666666668,26
eurocup,0.0,0
eurocup,1.3166666666666667,0
eurocup,12.5,0
eurocup,10.1,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,13.683333333333334,4
eurocup,24.75,19
eurocup,22.433333333333334,11
eurocup,36.766666666666666,14
eurocup,29.266666666666666,3
eurocup,24.8,10
eurocup,30.316666666666666,3
eurocup,30.083333333333332,24
eurocup,25.416666666666668,5
eurocup,14.816666666666666,7
eurocup,26.75,-3
eurocup,11.166666666666666,-5
eurocup,17.716666666666665,-5
eurocup,20.583333333333332,9
eurocup,20.75,6
eurocup,21.316666666666666,25
eurocup,17.5,6
eurocup,19.35,28
eurocup,13.916666666666666,5
eurocup,26.0,13
eurocup,2.966666666666667,0
eurocup,9.716666666666667,4
eurocup,12.733333333333333,3
eurocup,19.233333333333334,15
eurocup,14.383333333333333,2
eurocup,21.816666666666666,6
eurocup,20.866666666666667,10
eurocup,17.366666666666667,10
eurocup,22.316666666666666,11
eurocup,19.25,33
eurocup,17.483333333333334,8
eurocup,27.966666666666665,9
eurocup,19.183333333333334,2
eurocup,22.716666666666665,13
eurocup,12.816666666666666,5
eurocup,0.0,0
eurocup,2.033333333333333,-3
eurocup,0.0,0
eurocup,0.05,0
eurocup,18.516666666666666,4
eurocup,2.033333333333333,-1
eurocup,7.166666666666667,1
eurocup,0.0,0
eurocup,0.0,0
eurocup,11.083333333333334,6
eurocup,2.15,0
eurocup,3.3333333333333335,0
eurocup,15.233333333333333,4
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.4666666666666667,-1
eurocup,2.216666666666667,-1
eurocup,11.4,2
eurocup,0.0,0
eurocup,0.5333333333333333,0
eurocup,32.93333333333333,20
eurocup,23.266666666666666,11
eurocup,29.15,10
eurocup,28.833333333333332,22
eurocup,17.783333333333335,9
eurocup,27.083333333333332,17
eurocup,18.916666666666668,17
eurocup,18.45,9
eurocup,29.516666666666666,16
eurocup,25.533333333333335,6
eurocup,18.916666666666668,3
eurocup,31.083333333333332,27
eurocup,18.533333333333335,3
eurocup,20.583333333333332,10
eurocup,25.566666666666666,8
eurocup,27.866666666666667,8
eurocup,27.75,-2
eurocup,19.033333333333335,0
eurocup,19.933333333333334,-1
eurocup,23.933333333333334,15
eurocup,24.616666666666667,18
eurocup,21.866666666666667,6
eurocup,26.9,18
eurocup,24.15,7
eurocup,24.916666666666668,21
eurocup,2.6666666666666665,0
eurocup,0.0,0
eurocup,4.883333333333333,13
eurocup,21.8,24
eurocup,21.05,14
eurocup,18.016666666666666,9
eurocup,26.216666666666665,7
eurocup,21.716666666666665,9
eurocup,25.933333333333334,5
eurocup,17.6,18
eurocup,16.35,11
eurocup,22.466666666666665,21
eurocup,0.18333333333333332,-1
eurocup,0.36666666666666664,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.55,0
eurocup,1.3833333333333333,0
eurocup,0.0,0
eurocup,0.18333333333333332,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.35,-1
eurocup,0.0,0
eurocup,0.0,0
eurocup,3.7333333333333334,-1
eurocup,4.2,1
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,25.166666666666668,17
eurocup,17.283333333333335,5
eurocup,18.683333333333334,0
eurocup,19.4,22
eurocup,18.0,18
eurocup,27.916666666666668,18
eurocup,13.866666666666667,11
eurocup,15.9,4
eurocup,17.433333333333334,17
eurocup,25.316666666666666,13
eurocup,25.933333333333334,19
eurocup,18.6,23
eurocup,24.033333333333335,38
eurocup,22.266666666666666,18
eurocup,22.8,9
eurocup,15.416666666666666,4
eurocup,29.283333333333335,22
eurocup,19.45,19
eurocup,26.15,6
eurocup,29.35,15
eurocup,21.516666666666666,9
eurocup,25.666666666666668,21
eurocup,26.483333333333334,18
eurocup,26.216666666666665,5
eurocup,20.083333333333332,11
eurocup,17.166666666666668,13
eurocup,1.8833333333333333,-1
eurocup,5.466666666666667,4
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,0.0,0
eurocup,19.783333333333335,7
eurocup,21.65,6
eurocup,33.483333333333334,18
eurocup,28.233333333333334,19
eurocup,23.333333333333332,13
eurocup,19.566666666666666,16
eurocup,19.933333333333334,28
eurocup,32.483333333333334,17
eurocup,33.65,18
eurocup,16.5,15
eurocup,29.45,21
eurocup,29.2,19
eurocup,32.53333333333333,15
eurocup,15.283333333333333,0
eurocup,10.983333333333333,5
eurocup,17.35,9
eurocup,0.0,0
eurocup,20.666666666666668,4
eurocup,24.25,2
eurocup,15.716666666666667,3
eurocup,27.7,15
eurocup,24.95,10
eurocup,28.983333333333334,5
eurocup,22.216666666666665,3
eurocup,22.95,13
eurocup,23.45,17
eurocup,30.666666666666668,18
eurocup,25.25,15
eurocup,19.283333333333335,12
eurocup,21.283333333333335,7
eurocup,21.8,23
eurocup,24.466666666666665,3
eurocup,22.1,5
eurocup,28.883333333333333,8
eurocup,28.816666666666666,9
eurocup,28.266666666666666,19
eurocup,24.466666666666665,13
eurocup,27.866666666666667,2
eurocup,21.65,6
eurocup,23.666666666666668,6
eurocup,23.216666666666665,12
