model,seed,fold,epoch,train_mae,validation_mae
GRU,42,5,11,5.821849346160889,5.783089637756348
GRU,42,5,12,5.865396022796631,5.810647964477539
GRU,42,5,13,5.898212909698486,5.815127372741699
GRU,42,5,14,5.799863338470459,5.801986217498779
GRU,42,5,15,5.819296360015869,5.804109573364258
GRU,42,5,16,5.833531379699707,5.820828437805176
LSTM,123,1,1,8.272889137268066,7.449653625488281
LSTM,123,1,2,6.493959903717041,5.759073734283447
LSTM,123,1,3,5.926524639129639,5.654594421386719
LSTM,123,1,4,5.855306625366211,5.596292018890381
LSTM,123,1,5,5.7919087409973145,5.561729907989502
LSTM,123,1,6,5.7824530601501465,5.528265476226807
LSTM,123,1,7,5.77409029006958,5.525508403778076
LSTM,123,1,8,5.691730499267578,5.527622222900391
LSTM,123,1,9,5.694424152374268,5.511144161224365
LSTM,123,1,10,5.68773078918457,5.50327205657959
LSTM,123,1,11,5.697453022003174,5.5270304679870605
LSTM,123,1,12,5.662062168121338,5.509006023406982
LSTM,123,1,13,5.6553144454956055,5.5285210609436035
LSTM,123,1,14,5.645271301269531,5.516050338745117
LSTM,123,1,15,5.636865139007568,5.538882255554199
GRU,123,1,1,8.374649047851562,7.865828037261963
GRU,123,1,2,6.5683112144470215,5.726742267608643
GRU,123,1,3,5.857334136962891,5.5932393074035645
GRU,123,1,4,5.784159183502197,5.544456958770752
GRU,123,1,5,5.716765403747559,5.544705390930176
GRU,123,1,6,5.723600387573242,5.510976791381836
GRU,123,1,7,5.733005046844482,5.516042232513428
GRU,123,1,8,5.64070987701416,5.520771503448486
GRU,123,1,9,5.669511795043945,5.50991153717041
GRU,123,1,10,5.680960655212402,5.502242088317871
GRU,123,1,11,5.673602104187012,5.505829811096191
GRU,123,1,12,5.654324531555176,5.512569427490234
GRU,123,1,13,5.653815269470215,5.524278163909912
GRU,123,1,14,5.637156963348389,5.50572395324707
GRU,123,1,15,5.629915714263916,5.519041538238525
LSTM,123,2,1,8.22094440460205,6.8598504066467285
LSTM,123,2,2,6.286657810211182,5.916051864624023
LSTM,123,2,3,5.916800498962402,5.822622776031494
LSTM,123,2,4,5.858430862426758,5.791701316833496
LSTM,123,2,5,5.778232097625732,5.802840709686279
LSTM,123,2,6,5.763429164886475,5.783480644226074
LSTM,123,2,7,5.76745080947876,5.770475387573242
LSTM,123,2,8,5.695721626281738,5.750593662261963
LSTM,123,2,9,5.717170715332031,5.7651238441467285
LSTM,123,2,10,5.673765659332275,5.7458648681640625
LSTM,123,2,11,5.687017440795898,5.757466793060303
LSTM,123,2,12,5.6956963539123535,5.769481182098389
LSTM,123,2,13,5.627103328704834,5.7751336097717285
LSTM,123,2,14,5.634552478790283,5.767622470855713
LSTM,123,2,15,5.6227335929870605,5.778061866760254
GRU,123,2,1,8.236856460571289,7.083608627319336
GRU,123,2,2,6.2469329833984375,5.871114253997803
GRU,123,2,3,5.830490589141846,5.804706573486328
GRU,123,2,4,5.798100471496582,5.763656139373779
GRU,123,2,5,5.722173690795898,5.7671427726745605
GRU,123,2,6,5.73577356338501,5.785877227783203
GRU,123,2,7,5.726005554199219,5.751716136932373
GRU,123,2,8,5.680983543395996,5.739210605621338
GRU,123,2,9,5.701473236083984,5.751708984375
GRU,123,2,10,5.6530561447143555,5.734927177429199
GRU,123,2,11,5.663917064666748,5.722525119781494
GRU,123,2,12,5.688714981079102,5.740018844604492
GRU,123,2,13,5.5831522941589355,5.73831844329834
GRU,123,2,14,5.631033420562744,5.723845958709717
GRU,123,2,15,5.599832057952881,5.745664119720459
GRU,123,2,16,5.578167915344238,5.71504020690918
GRU,123,2,17,5.591182231903076,5.730016231536865
GRU,123,2,18,5.595339298248291,5.731512546539307
GRU,123,2,19,5.555768013000488,5.7250566482543945
GRU,123,2,20,5.551328182220459,5.721045017242432
GRU,123,2,21,5.550040245056152,5.728273391723633
LSTM,123,3,1,7.5589165687561035,6.036463737487793
LSTM,123,3,2,5.949764728546143,5.946208953857422
LSTM,123,3,3,5.827437400817871,5.904051303863525
LSTM,123,3,4,5.803285598754883,5.882682800292969
LSTM,123,3,5,5.772828102111816,5.856997489929199
LSTM,123,3,6,5.733458042144775,5.867671966552734
LSTM,123,3,7,5.675223350524902,5.844213008880615
LSTM,123,3,8,5.652968883514404,5.838079929351807
LSTM,123,3,9,5.657614707946777,5.830578327178955
LSTM,123,3,10,5.649923324584961,5.8410420417785645
LSTM,123,3,11,5.646137237548828,5.8284807205200195
LSTM,123,3,12,5.6142754554748535,5.850010871887207
LSTM,123,3,13,5.638535022735596,5.793120861053467
LSTM,123,3,14,5.588791847229004,5.868366241455078
LSTM,123,3,15,5.604502201080322,5.828073501586914
LSTM,123,3,16,5.5492658615112305,5.869258880615234
LSTM,123,3,17,5.556815147399902,5.864009857177734
LSTM,123,3,18,5.567726135253906,5.827751159667969
GRU,123,3,1,7.67658805847168,6.113465309143066
GRU,123,3,2,5.906533718109131,5.913503170013428
GRU,123,3,3,5.785245895385742,5.890602111816406
GRU,123,3,4,5.77556037902832,5.890431880950928
GRU,123,3,5,5.761209964752197,5.854619026184082
GRU,123,3,6,5.7274322509765625,5.885417938232422
GRU,123,3,7,5.669814109802246,5.85421895980835
GRU,123,3,8,5.654632568359375,5.879296779632568
GRU,123,3,9,5.670624256134033,5.833194732666016
GRU,123,3,10,5.661497116088867,5.857560157775879
GRU,123,3,11,5.662718296051025,5.848514080047607
GRU,123,3,12,5.6328325271606445,5.864748477935791
GRU,123,3,13,5.660761833190918,5.815690040588379
GRU,123,3,14,5.601787567138672,5.867107391357422
GRU,123,3,15,5.6195220947265625,5.834453105926514
GRU,123,3,16,5.574425220489502,5.8715667724609375
GRU,123,3,17,5.5934600830078125,5.8737311363220215
GRU,123,3,18,5.582648277282715,5.8257155418396
LSTM,123,4,1,7.579740047454834,5.899716854095459
LSTM,123,4,2,6.015987396240234,5.71394681930542
LSTM,123,4,3,5.892951488494873,5.683438301086426
LSTM,123,4,4,5.824158191680908,5.6646409034729
LSTM,123,4,5,5.741143226623535,5.662599086761475
LSTM,123,4,6,5.730437755584717,5.656089782714844
LSTM,123,4,7,5.733075141906738,5.650916576385498
LSTM,123,4,8,5.714898586273193,5.657256603240967
LSTM,123,4,9,5.667148113250732,5.648745059967041
LSTM,123,4,10,5.675207614898682,5.645364284515381
LSTM,123,4,11,5.65064811706543,5.64389181137085
LSTM,123,4,12,5.654326915740967,5.650735378265381
LSTM,123,4,13,5.6042866706848145,5.667184829711914
LSTM,123,4,14,5.613386154174805,5.6539764404296875
LSTM,123,4,15,5.63098669052124,5.653723239898682
LSTM,123,4,16,5.567354679107666,5.684652328491211
GRU,123,4,1,7.5166449546813965,5.814013957977295
GRU,123,4,2,5.9253740310668945,5.696756839752197
GRU,123,4,3,5.844967842102051,5.674605846405029
GRU,123,4,4,5.788877010345459,5.668349742889404
GRU,123,4,5,5.720955848693848,5.677096843719482
GRU,123,4,6,5.712494850158691,5.672472953796387
GRU,123,4,7,5.725236415863037,5.664790153503418
GRU,123,4,8,5.7061309814453125,5.66938591003418
GRU,123,4,9,5.65188455581665,5.6470441818237305
GRU,123,4,10,5.673502445220947,5.639815330505371
GRU,123,4,11,5.6534624099731445,5.638293266296387
GRU,123,4,12,5.639487266540527,5.643974304199219
GRU,123,4,13,5.586778163909912,5.657519340515137
GRU,123,4,14,5.59723424911499,5.65216588973999
GRU,123,4,15,5.62009859085083,5.647687911987305
GRU,123,4,16,5.571471691131592,5.666953086853027
LSTM,123,5,1,8.536086082458496,7.667477607727051
LSTM,123,5,2,6.41943883895874,5.928616523742676
LSTM,123,5,3,5.871628284454346,5.808798313140869
LSTM,123,5,4,5.800412178039551,5.788675308227539
LSTM,123,5,5,5.792248249053955,5.779961109161377
LSTM,123,5,6,5.767164707183838,5.773185729980469
LSTM,123,5,7,5.741792678833008,5.787994861602783
LSTM,123,5,8,5.718026638031006,5.784055233001709
LSTM,123,5,9,5.676610946655273,5.7874040603637695
LSTM,123,5,10,5.70247220993042,5.799441337585449
LSTM,123,5,11,5.7130279541015625,5.797523021697998
GRU,123,5,1,8.435991287231445,7.4874348640441895
GRU,123,5,2,6.343025207519531,5.877063751220703
GRU,123,5,3,5.842620372772217,5.792766094207764
GRU,123,5,4,5.777837753295898,5.781700611114502
GRU,123,5,5,5.77487850189209,5.784939765930176
GRU,123,5,6,5.756135940551758,5.769975185394287
GRU,123,5,7,5.750847339630127,5.780210018157959
GRU,123,5,8,5.718329429626465,5.76890754699707
GRU,123,5,9,5.673039436340332,5.764951705932617
GRU,123,5,10,5.6980180740356445,5.776915073394775
GRU,123,5,11,5.714818477630615,5.786784648895264
GRU,123,5,12,5.702643394470215,5.77800178527832
GRU,123,5,13,5.660963535308838,5.773508548736572
GRU,123,5,14,5.661423206329346,5.784815788269043
LSTM,2026,1,1,8.327801704406738,7.8961920738220215
LSTM,2026,1,2,6.718104362487793,5.836054801940918
LSTM,2026,1,3,5.876437664031982,5.671949863433838
LSTM,2026,1,4,5.788824558258057,5.620992183685303
LSTM,2026,1,5,5.771901607513428,5.579858779907227
LSTM,2026,1,6,5.768655300140381,5.595799922943115
LSTM,2026,1,7,5.735986232757568,5.568775177001953
LSTM,2026,1,8,5.758520126342773,5.570470333099365
LSTM,2026,1,9,5.704890727996826,5.5434746742248535
LSTM,2026,1,10,5.739649772644043,5.5453410148620605
LSTM,2026,1,11,5.674253940582275,5.530882835388184
LSTM,2026,1,12,5.636198043823242,5.516634941101074
LSTM,2026,1,13,5.697859764099121,5.531671524047852
LSTM,2026,1,14,5.665131092071533,5.5150885581970215
LSTM,2026,1,15,5.6470723152160645,5.517573833465576
LSTM,2026,1,16,5.584702491760254,5.518775463104248
LSTM,2026,1,17,5.616870403289795,5.508309841156006
LSTM,2026,1,18,5.591532230377197,5.525034427642822
LSTM,2026,1,19,5.56449556350708,5.528125286102295
LSTM,2026,1,20,5.5644755363464355,5.517764568328857
LSTM,2026,1,21,5.524468421936035,5.511166095733643
LSTM,2026,1,22,5.563857078552246,5.527091026306152
GRU,2026,1,1,8.211590766906738,7.744471073150635
GRU,2026,1,2,6.519129753112793,5.699977397918701
GRU,2026,1,3,5.862502098083496,5.634706497192383
GRU,2026,1,4,5.776825904846191,5.554000377655029
GRU,2026,1,5,5.759589195251465,5.5193023681640625
GRU,2026,1,6,5.743364334106445,5.5146026611328125
GRU,2026,1,7,5.69740629196167,5.509252548217773
GRU,2026,1,8,5.719223976135254,5.519647598266602
GRU,2026,1,9,5.715376853942871,5.51680850982666
GRU,2026,1,10,5.739004135131836,5.513346195220947
GRU,2026,1,11,5.65188455581665,5.499177932739258
GRU,2026,1,12,5.622072219848633,5.505115032196045
GRU,2026,1,13,5.687438488006592,5.496438026428223
GRU,2026,1,14,5.676909446716309,5.505338191986084
GRU,2026,1,15,5.663265705108643,5.504685401916504
GRU,2026,1,16,5.59573221206665,5.486679553985596
GRU,2026,1,17,5.575796604156494,5.504699230194092
GRU,2026,1,18,5.589780330657959,5.519190788269043
GRU,2026,1,19,5.55098819732666,5.499853134155273
GRU,2026,1,20,5.596405982971191,5.503952980041504
GRU,2026,1,21,5.531834125518799,5.52030611038208
LSTM,2026,2,1,7.910057067871094,6.403054714202881
LSTM,2026,2,2,6.06787633895874,5.8491644859313965
LSTM,2026,2,3,5.846774101257324,5.8115434646606445
LSTM,2026,2,4,5.789470672607422,5.782223701477051
LSTM,2026,2,5,5.7685017585754395,5.7753496170043945
LSTM,2026,2,6,5.7022809982299805,5.758619785308838
LSTM,2026,2,7,5.691589832305908,5.7446393966674805
LSTM,2026,2,8,5.682001113891602,5.763128757476807
LSTM,2026,2,9,5.6625261306762695,5.749967098236084
LSTM,2026,2,10,5.613092422485352,5.750553607940674
LSTM,2026,2,11,5.616088390350342,5.740721702575684
LSTM,2026,2,12,5.638889312744141,5.743462085723877
LSTM,2026,2,13,5.6091437339782715,5.737746715545654
LSTM,2026,2,14,5.582996368408203,5.76157808303833
LSTM,2026,2,15,5.613452911376953,5.753126621246338
LSTM,2026,2,16,5.5733866691589355,5.763492107391357
LSTM,2026,2,17,5.606329441070557,5.750627517700195
LSTM,2026,2,18,5.597128391265869,5.732471942901611
LSTM,2026,2,19,5.542128086090088,5.75594425201416
LSTM,2026,2,20,5.5537638664245605,5.757688999176025
LSTM,2026,2,21,5.546428680419922,5.763645172119141
LSTM,2026,2,22,5.517108917236328,5.7672624588012695
LSTM,2026,2,23,5.492172718048096,5.784112930297852
GRU,2026,2,1,7.889934062957764,6.553401470184326
GRU,2026,2,2,6.020183563232422,5.82759428024292
GRU,2026,2,3,5.794250965118408,5.780383110046387
GRU,2026,2,4,5.746880531311035,5.784303665161133
GRU,2026,2,5,5.711830139160156,5.770727157592773
GRU,2026,2,6,5.6858744621276855,5.766366481781006
GRU,2026,2,7,5.669559478759766,5.749190330505371
GRU,2026,2,8,5.676652431488037,5.7440009117126465
GRU,2026,2,9,5.635861873626709,5.757218837738037
GRU,2026,2,10,5.620914459228516,5.757955074310303
GRU,2026,2,11,5.6096062660217285,5.766022205352783
GRU,2026,2,12,5.6142401695251465,5.774984836578369
GRU,2026,2,13,5.595728874206543,5.772609233856201
LSTM,2026,3,1,8.423337936401367,7.109877586364746
LSTM,2026,3,2,6.408692359924316,5.8840250968933105
LSTM,2026,3,3,5.8933281898498535,5.852838516235352
LSTM,2026,3,4,5.822079181671143,5.8353471755981445
LSTM,2026,3,5,5.781851291656494,5.838131427764893
LSTM,2026,3,6,5.762929916381836,5.827386379241943
LSTM,2026,3,7,5.74682092666626,5.8028244972229
LSTM,2026,3,8,5.699424743652344,5.837893009185791
LSTM,2026,3,9,5.675331115722656,5.810671806335449
LSTM,2026,3,10,5.6200761795043945,5.823480606079102
LSTM,2026,3,11,5.674306392669678,5.815029621124268
LSTM,2026,3,12,5.6857404708862305,5.819337844848633
GRU,2026,3,1,8.33894157409668,7.091559886932373
GRU,2026,3,2,6.312405586242676,5.877959728240967
GRU,2026,3,3,5.860615253448486,5.851459980010986
GRU,2026,3,4,5.780281066894531,5.842483043670654
GRU,2026,3,5,5.764044761657715,5.813989639282227
GRU,2026,3,6,5.744882583618164,5.834109783172607
GRU,2026,3,7,5.745432376861572,5.837844371795654
GRU,2026,3,8,5.716803073883057,5.853824615478516
GRU,2026,3,9,5.671806812286377,5.83714485168457
GRU,2026,3,10,5.63160514831543,5.850432395935059
LSTM,2026,4,1,7.77821159362793,5.848809719085693
LSTM,2026,4,2,6.015893936157227,5.675304412841797
LSTM,2026,4,3,5.889225959777832,5.642312049865723
LSTM,2026,4,4,5.831381797790527,5.64049768447876
LSTM,2026,4,5,5.795279026031494,5.641483306884766
LSTM,2026,4,6,5.7093024253845215,5.6285319328308105
LSTM,2026,4,7,5.695987701416016,5.618945598602295
LSTM,2026,4,8,5.7272562980651855,5.617932319641113
LSTM,2026,4,9,5.674923896789551,5.624537467956543
LSTM,2026,4,10,5.69861364364624,5.607198715209961
LSTM,2026,4,11,5.640492916107178,5.623950958251953
LSTM,2026,4,12,5.618196487426758,5.626012802124023
LSTM,2026,4,13,5.607206344604492,5.624266147613525
LSTM,2026,4,14,5.657065391540527,5.600734233856201
LSTM,2026,4,15,5.587231636047363,5.58991003036499
LSTM,2026,4,16,5.5845136642456055,5.6091742515563965
LSTM,2026,4,17,5.621336460113525,5.6113667488098145
LSTM,2026,4,18,5.6064958572387695,5.619387149810791
LSTM,2026,4,19,5.578436374664307,5.606334686279297
LSTM,2026,4,20,5.60342264175415,5.645484924316406
GRU,2026,4,1,7.6413798332214355,5.786349296569824
GRU,2026,4,2,5.927173614501953,5.655263900756836
GRU,2026,4,3,5.821686267852783,5.648649215698242
GRU,2026,4,4,5.816460609436035,5.645721912384033
GRU,2026,4,5,5.7886552810668945,5.64256477355957
GRU,2026,4,6,5.742592811584473,5.638503074645996
GRU,2026,4,7,5.7129082679748535,5.630692481994629
GRU,2026,4,8,5.746140480041504,5.625673770904541
GRU,2026,4,9,5.6898417472839355,5.628182888031006
GRU,2026,4,10,5.695742607116699,5.62579345703125
GRU,2026,4,11,5.66586971282959,5.63412618637085
GRU,2026,4,12,5.6194963455200195,5.635986804962158
GRU,2026,4,13,5.603867530822754,5.6375908851623535
LSTM,2026,5,1,7.900701522827148,6.122437000274658
LSTM,2026,5,2,6.087350845336914,5.857562065124512
LSTM,2026,5,3,5.9209136962890625,5.800739288330078
LSTM,2026,5,4,5.839345932006836,5.7904839515686035
LSTM,2026,5,5,5.805356502532959,5.783892631530762
LSTM,2026,5,6,5.79185152053833,5.782498836517334
LSTM,2026,5,7,5.803906440734863,5.7695159912109375
LSTM,2026,5,8,5.739707946777344,5.769359588623047
LSTM,2026,5,9,5.724170684814453,5.769914150238037
LSTM,2026,5,10,5.708767414093018,5.775296688079834
LSTM,2026,5,11,5.7249345779418945,5.780909538269043
LSTM,2026,5,12,5.659610748291016,5.777869701385498
LSTM,2026,5,13,5.689329147338867,5.778483867645264
GRU,2026,5,1,8.111388206481934,6.373529434204102
GRU,2026,5,2,6.135015964508057,5.889814376831055
GRU,2026,5,3,5.917570114135742,5.798905849456787
GRU,2026,5,4,5.822563648223877,5.789727210998535
GRU,2026,5,5,5.7957305908203125,5.7692413330078125
GRU,2026,5,6,5.787938117980957,5.772771835327148
GRU,2026,5,7,5.776374340057373,5.7608489990234375
GRU,2026,5,8,5.727259159088135,5.748396396636963
GRU,2026,5,9,5.706278324127197,5.749136447906494
GRU,2026,5,10,5.696627616882324,5.757304668426514
GRU,2026,5,11,5.691230773925781,5.766767978668213
GRU,2026,5,12,5.635150909423828,5.77168607711792
GRU,2026,5,13,5.659335136413574,5.777411937713623
