fold,competition,feature,importance_mae_mean,importance_mae_std,n_test
3,euroleague,DRB_roll10,-0.0017057789739352458,0.002880541499872142,164
3,euroleague,DRB_roll5,-0.00030253426192548003,0.001756114702433232,164
3,euroleague,FGA_roll10,0.03174601198623676,0.03384969734037596,164
3,euroleague,FGA_roll5,0.45107327446870793,0.1350106534816779,164
3,euroleague,FTA_roll10,-0.017994059228393765,0.018159229765959357,164
3,euroleague,FTA_roll5,0.13944285076029192,0.04278798839387302,164
3,euroleague,FT_rate_roll10,0.013803817553991671,0.009417651992725309,164
3,euroleague,FT_rate_roll5,0.016521691831473718,0.011792756900170088,164
3,euroleague,MP_min_roll10,-0.013299819276542734,0.01679233014701313,164
3,euroleague,MP_min_roll5,0.06653437923429521,0.042596338368696744,164
3,euroleague,ORB_roll10,0.004539905421381896,0.01345854510275329,164
3,euroleague,ORB_roll5,-0.0007004380074178585,0.00616397434790087,164
3,euroleague,PF_roll10,0.010235469844318067,0.00802923892611682,164
3,euroleague,PF_roll5,0.011742737302538764,0.006914665429941015,164
3,euroleague,PIR_roll10,0.2454696153322052,0.03997475553060464,164
3,euroleague,PIR_roll5,0.42712335470831436,0.05847005793871703,164
3,euroleague,PTS_roll10,0.04008130307817481,0.04828931621102344,164
3,euroleague,PTS_roll5,0.40149058095101625,0.055951139594473995,164
3,euroleague,STL_roll10,0.01615260941520944,0.008627858859999017,164
3,euroleague,STL_roll5,0.0019955281186936347,0.03244452580638302,164
3,euroleague,TOV_roll10,-0.022343261376583178,0.008581175789332806,164
3,euroleague,TOV_roll5,0.10466073531559168,0.03925147550144945,164
3,euroleague,TRB_roll10,0.0,0.0,164
3,euroleague,TRB_roll5,-3.449221491713672e-06,0.002863600770557327,164
3,euroleague,TS_roll10,-0.02096698015350267,0.04820040707627091,164
3,euroleague,TS_roll5,0.07810475856648509,0.02117098723864946,164
3,euroleague,eFG_roll10,0.019374018382683468,0.009003973049254042,164
3,euroleague,eFG_roll5,-0.019305188253569482,0.019851054570919045,164
3,euroleague,rest_days_player,0.001899088388422321,0.003798176776845669,164
4,ALL,competition,0.0006245332823171523,0.004406558043594222,517
4,ALL,3P_rate_roll10,-0.0038794162455168648,0.005625439275191649,517
4,ALL,3P_rate_roll5,0.05768952204713731,0.012908835900474933,517
4,ALL,AST_TOV_roll10,0.00036033993885151714,0.0028509911045816326,517
4,ALL,AST_TOV_roll5,0.0037030439706228434,0.006414655501183005,517
4,ALL,AST_roll10,-0.00010423992079342526,0.0017601916258846054,517
4,ALL,AST_roll5,0.0026690682582430013,0.006502724038403085,517
4,ALL,DRB_roll10,0.0,0.0,517
4,ALL,DRB_roll5,-0.0018826787225641795,0.0036931012827965443,517
4,ALL,FGA_roll10,0.0075696355032137674,0.01221429459841111,517
4,ALL,FGA_roll5,0.41086275917397863,0.08432440824046283,517
4,ALL,FTA_roll10,0.021389421760525627,0.011526667090586454,517
4,ALL,FTA_roll5,0.08682780484917832,0.03876368636893716,517
4,ALL,FT_rate_roll10,-0.0034768031119636333,0.009625940254319247,517
4,ALL,FT_rate_roll5,0.03891492579522371,0.013889825988779962,517
4,ALL,MP_min_roll10,0.011257387207114533,0.014223245502162462,517
4,ALL,MP_min_roll5,0.027385297240017793,0.02633320779914299,517
4,ALL,ORB_roll10,0.005976413400992619,0.0056906239503760215,517
4,ALL,ORB_roll5,-0.0003756451481017109,0.0029993489090568226,517
4,ALL,PF_roll10,0.005281139251083644,0.0031180396766032482,517
4,ALL,PF_roll5,0.0033161522568047274,0.003428905323322594,517
4,ALL,PIR_roll10,0.24593037732382897,0.035903222683843175,517
4,ALL,PIR_roll5,0.34449984677671014,0.06191323481891364,517
4,ALL,PTS_roll10,0.07625779762956597,0.02956400930039966,517
4,ALL,PTS_roll5,0.47274304520392896,0.07347756144940722,517
4,ALL,STL_roll10,0.010716830332847671,0.008543760109427511,517
4,ALL,STL_roll5,0.018976785466299793,0.017611550511378003,517
4,ALL,TOV_roll10,-0.0033655590994548846,0.0037515291512892892,517
4,ALL,TOV_roll5,0.08435895744715367,0.028214112703937127,517
4,ALL,TRB_roll10,0.0014016131500415696,0.0020653031439314636,517
4,ALL,TRB_roll5,-0.0020676074200547843,0.005846301212220917,517
4,ALL,TS_roll10,0.04218455503779861,0.015356682882978924,517
4,ALL,TS_roll5,0.03488668382496254,0.006823998877902217,517
4,ALL,eFG_roll10,0.008564818249939243,0.0029025376824094026,517
4,ALL,eFG_roll5,0.007871239430491173,0.007379761961305527,517
4,ALL,rest_days_player,0.007927030419406123,0.0050687932326531114,517
4,acb,competition,0.0,0.0,190
4,acb,3P_rate_roll10,-0.0034189060295487296,0.009474835682506842,190
4,acb,3P_rate_roll5,0.041298081219979646,0.028786403501727727,190
4,acb,AST_TOV_roll10,0.007172346391012496,0.005533638503454256,190
4,acb,AST_TOV_roll5,0.009596726239105634,0.011273633323591997,190
4,acb,AST_roll10,-0.007127813434332708,0.004676666339538835,190
4,acb,AST_roll5,-0.023880752959855655,0.017935441347553163,190
4,acb,DRB_roll10,0.0,0.0,190
4,acb,DRB_roll5,-0.001528909499880804,0.0044106993140224544,190
4,acb,FGA_roll10,0.0011494431385552061,0.015701192479652015,190
4,acb,FGA_roll5,0.33225666781012925,0.11805808267426512,190
4,acb,FTA_roll10,0.03186204551568146,0.012344432853801648,190
4,acb,FTA_roll5,0.029682593902508714,0.05977235086451653,190
4,acb,FT_rate_roll10,-0.023255693117663866,0.01818749528149841,190
4,acb,FT_rate_roll5,0.05586750311662616,0.027969869374609782,190
4,acb,MP_min_roll10,-0.013625485231127143,0.01211498952314853,190
4,acb,MP_min_roll5,0.04465471918009225,0.023540373470646053,190
4,acb,ORB_roll10,0.003596946532823786,0.008596698313078268,190
4,acb,ORB_roll5,-0.0018412412607261785,0.00389124036495946,190
4,acb,PF_roll10,-0.0024362079839457705,0.008285444392226773,190
4,acb,PF_roll5,-0.012461253511825277,0.010687355714993955,190
4,acb,PIR_roll10,0.23730672367491507,0.07891425232439765,190
4,acb,PIR_roll5,0.3719868812321069,0.12052807675243471,190
4,acb,PTS_roll10,0.04684857924982015,0.02629855252302079,190
4,acb,PTS_roll5,0.336161474730231,0.07901977498170838,190
4,acb,STL_roll10,0.021720732846812217,0.00963956261916863,190
4,acb,STL_roll5,-0.02427646405680637,0.024071926322348315,190
4,acb,TOV_roll10,-0.010631387168580097,0.006192655887658535,190
4,acb,TOV_roll5,0.1254264756759122,0.03741259535514334,190
4,acb,TRB_roll10,0.0011850540927039078,0.0015155941009618844,190
4,acb,TRB_roll5,-0.0028470940092846673,0.004420779686884523,190
4,acb,TS_roll10,0.031103130765665555,0.06170559349968701,190
4,acb,TS_roll5,0.011720283920901941,0.059079403614991324,190
4,acb,eFG_roll10,-0.0018141967413422221,0.01869995127610212,190
4,acb,eFG_roll5,0.026308550058402602,0.05213210179046449,190
4,acb,rest_days_player,0.0011333714624846892,0.009474121418392087,190
4,eurocup,competition,0.0,0.0,166
4,eurocup,3P_rate_roll10,0.005494544853559091,0.02053519957817966,166
4,eurocup,3P_rate_roll5,0.03897322144120352,0.04300356730104086,166
4,eurocup,AST_TOV_roll10,0.0015138731230811332,0.005299775342260797,166
4,eurocup,AST_TOV_roll5,0.0037957145628753964,0.008366550146126292,166
4,eurocup,AST_roll10,0.0017396785788484693,0.003151372897115492,166
4,eurocup,AST_roll5,0.008580098607505703,0.009791695759220178,166
4,eurocup,DRB_roll10,0.0,0.0,166
4,eurocup,DRB_roll5,-0.008814581485950157,0.0034849320320055636,166
4,eurocup,FGA_roll10,0.043272265670384516,0.01815840537455133,166
4,eurocup,FGA_roll5,0.6419413967827408,0.12234601762067383,166
4,eurocup,FTA_roll10,-0.013414476850989131,0.015115858737036945,166
4,eurocup,FTA_roll5,0.20818283493008743,0.050224986511977605,166
4,eurocup,FT_rate_roll10,0.006933752186312958,0.016089035089040086,166
4,eurocup,FT_rate_roll5,-0.007490034718910188,0.026074929957061108,166
4,eurocup,MP_min_roll10,-0.017311903762009882,0.020737222626757867,166
4,eurocup,MP_min_roll5,0.08050605643311001,0.028512085138294983,166
4,eurocup,ORB_roll10,0.010434133480860553,0.01256535377488353,166
4,eurocup,ORB_roll5,0.0037121210308660225,0.005788446931696687,166
4,eurocup,PF_roll10,0.008645510881748563,0.012441204257197518,166
4,eurocup,PF_roll5,0.013259768522379645,0.016179837231924392,166
4,eurocup,PIR_roll10,0.36874200781738437,0.1023030655765952,166
4,eurocup,PIR_roll5,0.41757436632244377,0.13640896573490674,166
4,eurocup,PTS_roll10,0.00013685675719585789,0.045747999134670814,166
4,eurocup,PTS_roll5,0.3851451495276567,0.12260352300203202,166
4,eurocup,STL_roll10,0.03744650096466913,0.02077794929436387,166
4,eurocup,STL_roll5,-0.013517666334022849,0.03518117768042571,166
4,eurocup,TOV_roll10,-0.0020536040249600875,0.005116116665201913,166
4,eurocup,TOV_roll5,0.10498355906942311,0.041237786267245315,166
4,eurocup,TRB_roll10,0.0037587538694323188,0.0023749717951557243,166
4,eurocup,TRB_roll5,-0.007458130292896037,0.006855199882962843,166
4,eurocup,TS_roll10,-0.00715024093933323,0.022711377413688862,166
4,eurocup,TS_roll5,0.0756183959849281,0.03608680900495595,166
4,eurocup,eFG_roll10,0.026929573927046667,0.009479273039636048,166
4,eurocup,eFG_roll5,-0.03913968287272187,0.03007501035455952,166
4,eurocup,rest_days_player,0.008755376494156586,0.005075813326899555,166
4,euroleague,competition,0.0,0.0,161
4,euroleague,3P_rate_roll10,-0.03533938700605983,0.021308615562254742,161
4,euroleague,3P_rate_roll5,0.13451656514996807,0.014307621058098916,161
4,euroleague,AST_TOV_roll10,0.0007012614803334927,0.003745254111017474,161
4,euroleague,AST_TOV_roll5,0.010586390135629387,0.0051310013428649374,161
4,euroleague,AST_roll10,-0.0053500846158632594,0.006067333643314691,161
4,euroleague,AST_roll5,-0.009581076750965246,0.017350541335672206,161
4,euroleague,DRB_roll10,0.0,0.0,161
4,euroleague,DRB_roll5,-0.0049469620243030475,0.004540932962927146,161
4,euroleague,FGA_roll10,-0.0026353536938170663,0.028424562962088774,161
4,euroleague,FGA_roll5,0.465831723440086,0.1829564075256232,161
4,euroleague,FTA_roll10,0.03057683186650557,0.026089040501002664,161
4,euroleague,FTA_roll5,0.05830846964992613,0.05928173581483995,161
4,euroleague,FT_rate_roll10,0.02013216448486439,0.018859967401030797,161
4,euroleague,FT_rate_roll5,0.058160950179512304,0.04170675192950306,161
4,euroleague,MP_min_roll10,0.03468379366796821,0.03275199434971253,161
4,euroleague,MP_min_roll5,0.0364102756560067,0.05468516986302916,161
4,euroleague,ORB_roll10,0.01701266520349378,0.006840437309420713,161
4,euroleague,ORB_roll5,-0.008956636737374169,0.003107248301413557,161
4,euroleague,PF_roll10,0.01219619130826608,0.005791612784446243,161
4,euroleague,PF_roll5,0.0180814755231987,0.003497913709958096,161
4,euroleague,PIR_roll10,0.36161671086315417,0.15067764418442078,161
4,euroleague,PIR_roll5,0.46039167480873394,0.16896593714364372,161
4,euroleague,PTS_roll10,0.139422856642026,0.07384640792386582,161
4,euroleague,PTS_roll5,0.5726277058435641,0.18930233337677316,161
4,euroleague,STL_roll10,-0.003889914079495682,0.019026971247534632,161
4,euroleague,STL_roll5,0.04108179624266697,0.03935077373666936,161
4,euroleague,TOV_roll10,-0.013504565156142867,0.00847983184792606,161
4,euroleague,TOV_roll5,0.1689203360267557,0.029362661842605237,161
4,euroleague,TRB_roll10,0.0035707186283701732,0.0019218448491526827,161
4,euroleague,TRB_roll5,-0.010906672826180496,0.006376113319168996,161
4,euroleague,TS_roll10,0.11826452579777787,0.030390544785358534,161
4,euroleague,TS_roll5,0.024052371021855555,0.025402090818712236,161
4,euroleague,eFG_roll10,0.003975782706194764,0.01430642568972182,161
4,euroleague,eFG_roll5,0.03896645410298678,0.023433329634067527,161
4,euroleague,rest_days_player,0.006458950582207734,0.006120409160930675,161
5,ALL,competition,0.001570846723836361,0.0020905577875434856,836
5,ALL,3P_rate_roll10,0.0013847968131592836,0.004174980241810543,836
5,ALL,3P_rate_roll5,0.02760832504002462,0.015624611728625082,836
5,ALL,AST_TOV_roll10,-0.00183813402517643,0.0024667875313273656,836
5,ALL,AST_TOV_roll5,-0.0026775634126918746,0.0008523225721422844,836
5,ALL,AST_roll10,-0.001019441218203454,0.002542651604873662,836
5,ALL,AST_roll5,0.0038946347872787614,0.005038894556007062,836
5,ALL,DRB_roll10,0.006905097184683307,0.0017476617259237534,836
5,ALL,DRB_roll5,-0.0032879574020460824,0.0011731301284854734,836
5,ALL,FGA_roll10,0.0,0.0,836
5,ALL,FGA_roll5,0.5984188783248273,0.03753424266027658,836
5,ALL,FTA_roll10,-0.03288026899206749,0.009793665473563603,836
5,ALL,FTA_roll5,0.2595930010620172,0.025659591493332138,836
5,ALL,FT_rate_roll10,0.012669375254731463,0.004614399729903078,836
5,ALL,FT_rate_roll5,-0.009777151746505907,0.009681465553124003,836
5,ALL,MP_min_roll10,-0.011808695059273334,0.003381415078100076,836
5,ALL,MP_min_roll5,0.0588913998390316,0.008684970243846003,836
5,ALL,ORB_roll10,0.011072740703092165,0.0051685738084392505,836
5,ALL,ORB_roll5,-0.0007888252667418883,0.0016961802310375537,836
5,ALL,PF_roll10,0.01205633712415093,0.000545620297476111,836
5,ALL,PF_roll5,0.013620253384896941,0.0011347664979256234,836
5,ALL,PIR_roll10,0.38355226113809027,0.01665081560896985,836
5,ALL,PIR_roll5,0.430244798227427,0.033962498184540765,836
5,ALL,PTS_roll10,-0.03275086814624935,0.010931471624282816,836
5,ALL,PTS_roll5,0.33247208661918426,0.05744261967583842,836
5,ALL,STL_roll10,0.012166887275234295,0.007368735144125131,836
5,ALL,STL_roll5,0.006819086494968296,0.01831257702525115,836
5,ALL,TOV_roll10,-0.009739751816434428,0.0032720548444852243,836
5,ALL,TOV_roll5,0.14393075145235557,0.02892463273601217,836
5,ALL,TRB_roll10,-0.002096851259607213,0.0006313604671921046,836
5,ALL,TRB_roll5,-0.004208878784177905,0.0019835700575838553,836
5,ALL,TS_roll10,0.030426391924672735,0.016669420693737617,836
5,ALL,TS_roll5,0.007943350582466558,0.012178740318429174,836
5,ALL,eFG_roll10,-0.0007153877065155356,0.0031451825840990936,836
5,ALL,eFG_roll5,0.002495162045398125,0.011724748254169763,836
5,ALL,rest_days_player,0.003065475360446257,0.0014439035078744758,836
5,acb,competition,0.0,0.0,340
5,acb,3P_rate_roll10,-0.00987396628679651,0.007332303067968554,340
5,acb,3P_rate_roll5,0.06835949791894151,0.021799399038310383,340
5,acb,AST_TOV_roll10,-0.007523435260548261,0.004242622967951684,340
5,acb,AST_TOV_roll5,-0.007251175784529629,0.008269693872578886,340
5,acb,AST_roll10,0.005905755391560419,0.004150347436294328,340
5,acb,AST_roll5,0.018545351788641008,0.01324311683449927,340
5,acb,DRB_roll10,0.0037106819471489417,0.0024839269272931177,340
5,acb,DRB_roll5,-0.0009988096182951267,0.0012389152662848053,340
5,acb,FGA_roll10,0.0,0.0,340
5,acb,FGA_roll5,0.33876838448096863,0.06787531695005292,340
5,acb,FTA_roll10,-0.026925967144483386,0.012864584878121171,340
5,acb,FTA_roll5,0.23453344305790313,0.04697411143266346,340
5,acb,FT_rate_roll10,0.020954035127445182,0.008696915636335375,340
5,acb,FT_rate_roll5,-0.0276958093398477,0.015701605173078108,340
5,acb,MP_min_roll10,0.0016398181524191814,0.0019757858625881453,340
5,acb,MP_min_roll5,0.009250825312829569,0.011636251653834159,340
5,acb,ORB_roll10,0.017702987449621333,0.009699913445795719,340
5,acb,ORB_roll5,0.0007932075252371718,0.0026813595905410604,340
5,acb,PF_roll10,0.004061625322787599,0.002872186232428079,340
5,acb,PF_roll5,0.0049975466430151275,0.005527269677379249,340
5,acb,PIR_roll10,0.26456508359249253,0.03307397778573557,340
5,acb,PIR_roll5,0.2719134899002958,0.06677996873409849,340
5,acb,PTS_roll10,0.017757709140341048,0.02480104506119408,340
5,acb,PTS_roll5,0.4225604118755621,0.04771450366154091,340
5,acb,STL_roll10,0.007545182505086068,0.0030613914103143503,340
5,acb,STL_roll5,0.028019315446706904,0.010564066033690991,340
5,acb,TOV_roll10,-0.0018299410714577747,0.0019029234250333795,340
5,acb,TOV_roll5,0.07827611985452379,0.018241798160581205,340
5,acb,TRB_roll10,-0.0019071731901174616,0.0011326903685434481,340
5,acb,TRB_roll5,-0.0005978144117397832,0.0030929091956694377,340
5,acb,TS_roll10,0.02467276959851681,0.017390631215843295,340
5,acb,TS_roll5,0.007148037974254251,0.017931822410733364,340
5,acb,eFG_roll10,0.0006630013758803343,0.0036622540923677066,340
5,acb,eFG_roll5,0.0004265749729349011,0.016334002605678754,340
5,acb,rest_days_player,0.013675594467063946,0.004438373777105386,340
5,eurocup,competition,0.0,0.0,163
5,eurocup,3P_rate_roll10,0.004397440892542903,0.011902698825192945,163
5,eurocup,3P_rate_roll5,0.028157185660015748,0.04629066223250689,163
5,eurocup,AST_TOV_roll10,-0.0073776771353808,0.007755097849436846,163
5,eurocup,AST_TOV_roll5,-0.019613728580491242,0.010281869459294492,163
5,eurocup,AST_roll10,-0.0005104246633923281,0.004630958554924487,163
5,eurocup,AST_roll5,0.012720579435772806,0.012993733840312638,163
5,eurocup,DRB_roll10,0.013186740249135197,0.004416350029546189,163
5,eurocup,DRB_roll5,-0.0038616246319211458,0.003389771952650027,163
5,eurocup,FGA_roll10,0.0,0.0,163
5,eurocup,FGA_roll5,0.8486979617503962,0.16122793105882025,163
5,eurocup,FTA_roll10,-0.02841547685615122,0.026828280776874932,163
5,eurocup,FTA_roll5,0.19365667389212593,0.06768093343384968,163
5,eurocup,FT_rate_roll10,0.0070261184537713465,0.014027788523336278,163
5,eurocup,FT_rate_roll5,0.013282446064698483,0.02594148705712686,163
5,eurocup,MP_min_roll10,-0.020381333793229216,0.011687445148703393,163
5,eurocup,MP_min_roll5,0.10591427342295798,0.03425708106475178,163
5,eurocup,ORB_roll10,0.03364162442084719,0.01565179430899024,163
5,eurocup,ORB_roll5,-0.012113119394311056,0.0035177675229891995,163
5,eurocup,PF_roll10,0.013825187349112334,0.007850126536580763,163
5,eurocup,PF_roll5,0.012909060315074328,0.006991594147866768,163
5,eurocup,PIR_roll10,0.5193180918524002,0.13602020143865307,163
5,eurocup,PIR_roll5,0.6140274265001924,0.1578294696823322,163
5,eurocup,PTS_roll10,-0.04249316184248251,0.07662710967803235,163
5,eurocup,PTS_roll5,0.3440376124731001,0.15328493176718913,163
5,eurocup,STL_roll10,0.022643943456190918,0.014151520549083502,163
5,eurocup,STL_roll5,0.009311376221551981,0.023147059151496133,163
5,eurocup,TOV_roll10,-0.0041966942113045745,0.008188476753234981,163
5,eurocup,TOV_roll5,0.14781599492099867,0.0627131520679063,163
5,eurocup,TRB_roll10,-0.004953353049055131,0.00231970302714343,163
5,eurocup,TRB_roll5,-0.011957791990754706,0.006026170794694355,163
5,eurocup,TS_roll10,0.03744965403105631,0.042891577389618366,163
5,eurocup,TS_roll5,8.671451363717609e-06,0.025916962368877042,163
5,eurocup,eFG_roll10,-0.0007536276777635464,0.007167837824751917,163
5,eurocup,eFG_roll5,0.018888941534899395,0.018191190640758487,163
5,eurocup,rest_days_player,0.0038804042122661643,0.0010033937959713938,163
5,euroleague,competition,0.0,0.0,333
5,euroleague,3P_rate_roll10,0.009524986246959166,0.008210331611529505,333
5,euroleague,3P_rate_roll5,0.009771768220137922,0.032447604451875195,333
5,euroleague,AST_TOV_roll10,0.005015975758785452,0.004057218519639105,333
5,euroleague,AST_TOV_roll5,0.008935035658764967,0.005002623878618697,333
5,euroleague,AST_roll10,-0.008870588131131108,0.0027186378501186294,333
5,euroleague,AST_roll5,-0.015894963848956323,0.006520871295903761,333
5,euroleague,DRB_roll10,0.006229075380162996,0.004518311005803003,333
5,euroleague,DRB_roll5,-0.004338797041426723,0.0024892962830279325,333
5,euroleague,FGA_roll10,0.0,0.0,333
5,euroleague,FGA_roll5,0.7573475348812139,0.07255978253677817,333
5,euroleague,FTA_roll10,-0.0438366690064564,0.015483858059640396,333
5,euroleague,FTA_roll5,0.3041832606721485,0.04890371103778655,333
5,euroleague,FT_rate_roll10,0.015535682523125694,0.011242569578964905,333
5,euroleague,FT_rate_roll5,-0.0026529357039557057,0.04016191901546883,333
5,euroleague,MP_min_roll10,-0.0220460715472921,0.0034809665228144686,333
5,euroleague,MP_min_roll5,0.09121378890297435,0.014410711245843342,333
5,euroleague,ORB_roll10,-0.006222988182599032,0.004439869652954578,333
5,euroleague,ORB_roll5,0.0039016380349290005,0.0018939887047225619,333
5,euroleague,PF_roll10,0.010050008836366153,0.004325188057076218,333
5,euroleague,PF_roll5,0.017543907167853943,0.0064478551392042,333
5,euroleague,PIR_roll10,0.4773539304181755,0.05369206984244314,333
5,euroleague,PIR_roll5,0.4794716949044327,0.08431162196170933,333
5,euroleague,PTS_roll10,-0.06514329621192143,0.016784696695827345,333
5,euroleague,PTS_roll5,0.27703312869637226,0.048284207787384306,333
5,euroleague,STL_roll10,0.016679964143683536,0.007610456520783291,333
5,euroleague,STL_roll5,-0.01902760466600135,0.012581954467267903,333
5,euroleague,TOV_roll10,-0.01571936605273052,0.0025598402486964648,333
5,euroleague,TOV_roll5,0.15833939145042564,0.019491489368461033,333
5,euroleague,TRB_roll10,-0.0010061297757491872,0.0014822974706694759,333
5,euroleague,TRB_roll5,-0.0027238801626543463,0.0037780553734114482,333
5,euroleague,TS_roll10,0.008861181968572218,0.015534034853850971,333
5,euroleague,TS_roll5,0.029720360176988515,0.008683421888851083,333
5,euroleague,eFG_roll10,0.002801450538328609,0.0023800420130659816,333
5,euroleague,eFG_roll5,-0.008140995405292983,0.0033177375181057153,333
5,euroleague,rest_days_player,-0.0016926428868883291,0.0016435655328811071,333
