model,fold,feature,coefficient,abs_coefficient,feature_scale
ElasticNet,4,FTA_roll5,1.0785605055086689,1.0785605055086689,standardized_numeric
ElasticNet,4,FT_rate_roll10,0.1970867333456798,0.1970867333456798,standardized_numeric
ElasticNet,4,FT_rate_roll5,-0.3852289059058514,0.3852289059058514,standardized_numeric
ElasticNet,4,MP_min_roll10,-0.2598951112715152,0.2598951112715152,standardized_numeric
ElasticNet,4,MP_min_roll5,0.5407698873304126,0.5407698873304126,standardized_numeric
ElasticNet,4,ORB_roll10,0.14181237999170468,0.14181237999170468,standardized_numeric
ElasticNet,4,ORB_roll5,-0.08071475757659252,0.08071475757659252,standardized_numeric
ElasticNet,4,PF_roll10,0.1181752208184113,0.1181752208184113,standardized_numeric
ElasticNet,4,PF_roll5,0.1712325745293334,0.1712325745293334,standardized_numeric
ElasticNet,4,PIR_roll10,1.3719263032481945,1.3719263032481945,standardized_numeric
ElasticNet,4,PIR_roll5,1.9132323895046361,1.9132323895046361,standardized_numeric
ElasticNet,4,PTS_roll10,-0.6831041816083601,0.6831041816083601,standardized_numeric
ElasticNet,4,PTS_roll5,-2.046048451609427,2.046048451609427,standardized_numeric
ElasticNet,4,STL_roll10,0.22085519025626157,0.22085519025626157,standardized_numeric
ElasticNet,4,STL_roll5,-0.4332641841953884,0.4332641841953884,standardized_numeric
ElasticNet,4,TOV_roll10,-0.08646489683936294,0.08646489683936294,standardized_numeric
ElasticNet,4,TOV_roll5,0.7293592266137585,0.7293592266137585,standardized_numeric
ElasticNet,4,TRB_roll10,0.03260515333587403,0.03260515333587403,standardized_numeric
ElasticNet,4,TRB_roll5,-0.11011638364374553,0.11011638364374553,standardized_numeric
ElasticNet,4,TS_roll10,0.49351455724288895,0.49351455724288895,standardized_numeric
ElasticNet,4,TS_roll5,-0.45914764189148877,0.45914764189148877,standardized_numeric
ElasticNet,4,eFG_roll10,-0.18733521609414414,0.18733521609414414,standardized_numeric
ElasticNet,4,eFG_roll5,0.3865234905337235,0.3865234905337235,standardized_numeric
ElasticNet,4,rest_days_player,-0.1260614525396282,0.1260614525396282,standardized_numeric
Lasso,5,competition_acb,-0.10450738338861855,0.10450738338861855,one_hot
Lasso,5,competition_eurocup,-0.0,0.0,one_hot
Lasso,5,competition_euroleague,0.11919964189145885,0.11919964189145885,one_hot
Lasso,5,3P_rate_roll10,0.0993303743534124,0.0993303743534124,standardized_numeric
Lasso,5,3P_rate_roll5,-0.4731945856659798,0.4731945856659798,standardized_numeric
Lasso,5,AST_TOV_roll10,0.058865841865669406,0.058865841865669406,standardized_numeric
Lasso,5,AST_TOV_roll5,0.12395893822392419,0.12395893822392419,standardized_numeric
Lasso,5,AST_roll10,-0.01674415197395237,0.01674415197395237,standardized_numeric
Lasso,5,AST_roll5,-0.25465577448164295,0.25465577448164295,standardized_numeric
Lasso,5,DRB_roll10,0.07499599226195966,0.07499599226195966,standardized_numeric
Lasso,5,DRB_roll5,-0.0,0.0,standardized_numeric
Lasso,5,FGA_roll10,-0.14120499964880565,0.14120499964880565,standardized_numeric
Lasso,5,FGA_roll5,2.3636611520506836,2.3636611520506836,standardized_numeric
Lasso,5,FTA_roll10,-0.34475223439781144,0.34475223439781144,standardized_numeric
Lasso,5,FTA_roll5,1.1516201951728127,1.1516201951728127,standardized_numeric
Lasso,5,FT_rate_roll10,0.14164640211078772,0.14164640211078772,standardized_numeric
Lasso,5,FT_rate_roll5,-0.4256341614197938,0.4256341614197938,standardized_numeric
Lasso,5,MP_min_roll10,-0.06183856578467933,0.06183856578467933,standardized_numeric
Lasso,5,MP_min_roll5,0.3751013166756604,0.3751013166756604,standardized_numeric
Lasso,5,ORB_roll10,0.1549438314325985,0.1549438314325985,standardized_numeric
Lasso,5,ORB_roll5,-0.025110260127274808,0.025110260127274808,standardized_numeric
Lasso,5,PF_roll10,0.08420287953680534,0.08420287953680534,standardized_numeric
Lasso,5,PF_roll5,0.17271300632406425,0.17271300632406425,standardized_numeric
Lasso,5,PIR_roll10,1.19021564975433,1.19021564975433,standardized_numeric
Lasso,5,PIR_roll5,2.071675271999897,2.071675271999897,standardized_numeric
Lasso,5,PTS_roll10,-0.3705039423924119,0.3705039423924119,standardized_numeric
Lasso,5,PTS_roll5,-2.520149605744794,2.520149605744794,standardized_numeric
Lasso,5,STL_roll10,0.1835635490893386,0.1835635490893386,standardized_numeric
Lasso,5,STL_roll5,-0.3964136485261405,0.3964136485261405,standardized_numeric
Lasso,5,TOV_roll10,-0.1076903378186962,0.1076903378186962,standardized_numeric
Lasso,5,TOV_roll5,0.8116453337230288,0.8116453337230288,standardized_numeric
