model,fold,feature,coefficient,abs_coefficient,feature_scale
Lasso,5,TRB_roll10,0.0,0.0,standardized_numeric
Lasso,5,TRB_roll5,-0.2452726458810683,0.2452726458810683,standardized_numeric
Lasso,5,TS_roll10,0.31621267353062427,0.31621267353062427,standardized_numeric
Lasso,5,TS_roll5,-0.24026172096638085,0.24026172096638085,standardized_numeric
Lasso,5,eFG_roll10,-0.02679999058723512,0.02679999058723512,standardized_numeric
Lasso,5,eFG_roll5,0.2025950820234434,0.2025950820234434,standardized_numeric
Lasso,5,rest_days_player,-0.13673490565456325,0.13673490565456325,standardized_numeric
ElasticNet,5,competition_acb,-0.10588277361635022,0.10588277361635022,one_hot
ElasticNet,5,competition_eurocup,-0.0,0.0,one_hot
ElasticNet,5,competition_euroleague,0.1269223518538435,0.1269223518538435,one_hot
ElasticNet,5,3P_rate_roll10,0.11977685727588186,0.11977685727588186,standardized_numeric
ElasticNet,5,3P_rate_roll5,-0.49833141540460835,0.49833141540460835,standardized_numeric
ElasticNet,5,AST_TOV_roll10,0.06285171967809802,0.06285171967809802,standardized_numeric
ElasticNet,5,AST_TOV_roll5,0.13186030449518554,0.13186030449518554,standardized_numeric
ElasticNet,5,AST_roll10,-0.0597240778967936,0.0597240778967936,standardized_numeric
ElasticNet,5,AST_roll5,-0.19167208139371655,0.19167208139371655,standardized_numeric
ElasticNet,5,DRB_roll10,0.07607381445481491,0.07607381445481491,standardized_numeric
ElasticNet,5,DRB_roll5,-0.053561981245850106,0.053561981245850106,standardized_numeric
ElasticNet,5,FGA_roll10,-0.0,0.0,standardized_numeric
ElasticNet,5,FGA_roll5,2.111786949421235,2.111786949421235,standardized_numeric
ElasticNet,5,FTA_roll10,-0.3502558157738831,0.3502558157738831,standardized_numeric
ElasticNet,5,FTA_roll5,1.1457100636475455,1.1457100636475455,standardized_numeric
ElasticNet,5,FT_rate_roll10,0.1468555004903338,0.1468555004903338,standardized_numeric
ElasticNet,5,FT_rate_roll5,-0.43346103912279554,0.43346103912279554,standardized_numeric
ElasticNet,5,MP_min_roll10,-0.10874941402186478,0.10874941402186478,standardized_numeric
ElasticNet,5,MP_min_roll5,0.4247682606978485,0.4247682606978485,standardized_numeric
ElasticNet,5,ORB_roll10,0.16014239632809943,0.16014239632809943,standardized_numeric
ElasticNet,5,ORB_roll5,-0.06408830780753944,0.06408830780753944,standardized_numeric
ElasticNet,5,PF_roll10,0.10882671459645735,0.10882671459645735,standardized_numeric
ElasticNet,5,PF_roll5,0.1323491251325266,0.1323491251325266,standardized_numeric
ElasticNet,5,PIR_roll10,1.329748732168697,1.329748732168697,standardized_numeric
ElasticNet,5,PIR_roll5,1.8101181124872285,1.8101181124872285,standardized_numeric
ElasticNet,5,PTS_roll10,-0.5780856227655542,0.5780856227655542,standardized_numeric
ElasticNet,5,PTS_roll5,-2.1162147947044194,2.1162147947044194,standardized_numeric
ElasticNet,5,STL_roll10,0.18347289697393274,0.18347289697393274,standardized_numeric
ElasticNet,5,STL_roll5,-0.38274836134804896,0.38274836134804896,standardized_numeric
ElasticNet,5,TOV_roll10,-0.09178694289397683,0.09178694289397683,standardized_numeric
ElasticNet,5,TOV_roll5,0.7838088558711288,0.7838088558711288,standardized_numeric
ElasticNet,5,TRB_roll10,-0.02939076712835143,0.02939076712835143,standardized_numeric
ElasticNet,5,TRB_roll5,-0.09241342133147579,0.09241342133147579,standardized_numeric
ElasticNet,5,TS_roll10,0.36900091998075385,0.36900091998075385,standardized_numeric
ElasticNet,5,TS_roll5,-0.2970600816535486,0.2970600816535486,standardized_numeric
ElasticNet,5,eFG_roll10,-0.07181043045511035,0.07181043045511035,standardized_numeric
ElasticNet,5,eFG_roll5,0.2326348842223456,0.2326348842223456,standardized_numeric
ElasticNet,5,rest_days_player,-0.13739606976368032,0.13739606976368032,standardized_numeric
